Precinct: 36001 ,Polling Place ,1 ,"","","","",Total: 485 ,Age 18-27: 34.2% ,Age 48-57: ,"","",10.9%,""
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",69 ,"MONWEH, SR., Davidson Tompo (CDC) ","",34 ,"WILLIAMS, Elizabeth Pennoh (UP) ","","","","","",29
"KIADII, George Momodu (NATVIPOL) ","","",2 ,"MOORE, George Dee (LP) ","",8 ,"",Valid Votes: ,"","","","",307
"KIEH, JR., George Klay (NDM) ","","",4 ,"PAYE, Francis Saturday (LP) ","",14 ,"",Invalid Votes: ,"","","","",23
"KORTO, Joseph D. Z. (LERP) ","","",1 ,"PEARSON, Moses Jududoes (NPP) ","",8 ,"",Total Votes: ,"","","","",330
"KPOTO, Robert Momo (ULD) ","","",0 ,"SAWMADAL, Arthur D.K. (NDM) ","",32,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",1 ,"SOBEOR, Dorr Henry (NDM) ","",48,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",0 ,"",Valid Votes: ,529,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"",Invalid Ballots: ,11,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",1 ,"",Valid Votes + Invalid Ballots: ,540,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",16,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",1,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",11,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",11,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",148,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",313,"","","","","","","","","",""
"",Invalid Votes: ,"",14,"","","","","","","","","",""
"",Total Votes: ,"",327,"","","","","","","","","",""
Precinct: 36002 ,Polling Place ,1 ,"","","","",Total: 522 ,Age 18-27: 33.0% ,Age 48-57: ,"","",12.5%,""
"Garyezohn Public School, Garyezohn , River Cess ","","","","","","",Males: 50.2% Females: 49.8% ,Age 28-37: 24.7% Age 38-47: 18.2% ,Age 57-68: Age 68+: ,"","",6.7%5.0%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",River Cess ,"","River Cess, Electoral District 1","","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",1 ,"BANNEY, Jay Jonathan (UP) ","",56 ,"BARTEE, Charles Zarkpah (NDM) ","","","","","",11
"BRUMSKINE, Charles Walker (LP) ","","",37 ,"BARYOEGAR, James G. (APD) ","",9 ,"CEPHAS, Sampson A. (APD) ","","","","","",13
"CONNEH, Sekou Damate (PRODEM) ","","",0 ,"BEN, Jasper Morris (COTOL) ","",23 ,"GLASSCO, Idamay Dehconwulu (CDC) ","","","","","",178
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"DOLE, Roberto Gbegba (COTOL) ","",8 ,"KABA, Morris Abrahima (LP) ","","","","","",19
"FARHAT, David M. (FDP) ","","",0 ,"GLAYBO, Uriah  (CDC) ","",84 ,"KNOWLDEN, William Trokon (NPP) ","","","","","",4
"JALLAH, Armah Zolu (NPL) ","","",0 ,"JOHNSON, Francis B.S. (UP) ","",24 ,"MITCHELL, Ronald Alexander (Ind) ","","","","","",44
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",1 ,"MONWEH, SR., Davidson Tompo (CDC) ","",107 ,"WILLIAMS, Elizabeth Pennoh (UP) ","","","","","",6
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"MOORE, George Dee (LP) ","",57 ,"",Valid Votes: ,"","","","",275
"KIEH, JR., George Klay (NDM) ","","",0 ,"PAYE, Francis Saturday (LP) ","",27 ,"",Invalid Votes: ,"","","","",68
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"PEARSON, Moses Jududoes (NPP) ","",4 ,"",Total Votes: ,"","","","",343
"KPOTO, Robert Momo (ULD) ","","",0 ,"SAWMADAL, Arthur D.K. (NDM) ","",20,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"SOBEOR, Dorr Henry (NDM) ","",33,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",2 ,"",Valid Votes: ,452,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"",Invalid Ballots: ,76,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0 ,"",Valid Votes + Invalid Ballots: ,528,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",3,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",0,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",1,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",2,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",243,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",1,"","","","","","","","","",""
"",Valid Votes: ,"",291,"","","","","","","","","",""
"",Invalid Votes: ,"",53,"","","","","","","","","",""
"",Total Votes: ,"",344,"","","","","","","","","",""
Precinct: 36003 ,Polling Place ,1 ,"","","","",Total: 399 ,Age 18-27: 30.6% ,Age 48-57: ,"","",9.0%,""
"Charlie Tow n Community School, Charlie , River Cess ","","","","","","",Males: 51.9% Females: 48.1% ,Age 28-37: 26.6% Age 38-47: 18.0% ,Age 57-68: Age 68+: ,"","",11.0%4.8%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",River Cess ,"","River Cess, Electoral District 1","","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",5 ,"BANNEY, Jay Jonathan (UP) ","",62 ,"BARTEE, Charles Zarkpah (NDM) ","","","","","",17
"BRUMSKINE, Charles Walker (LP) ","","",125 ,"BARYOEGAR, James G. (APD) ","",26 ,"CEPHAS, Sampson A. (APD) ","","","","","",18
"CONNEH, Sekou Damate (PRODEM) ","","",1 ,"BEN, Jasper Morris (COTOL) ","",14 ,"GLASSCO, Idamay Dehconwulu (CDC) ","","","","","",18
"DIVINE, SR., Samuel Raymond (Ind) ","","",3 ,"DOLE, Roberto Gbegba (COTOL) ","",9 ,"KABA, Morris Abrahima (LP) ","","","","","",23
"FARHAT, David M. (FDP) ","","",1 ,"GLAYBO, Uriah  (CDC) ","",93 ,"KNOWLDEN, William Trokon (NPP) ","","","","","",129
"JALLAH, Armah Zolu (NPL) ","","",0 ,"JOHNSON, Francis B.S. (UP) ","",43 ,"MITCHELL, Ronald Alexander (Ind) ","","","","","",75
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",25 ,"MONWEH, SR., Davidson Tompo (CDC) ","",16 ,"WILLIAMS, Elizabeth Pennoh (UP) ","","","","","",19
"KIADII, George Momodu (NATVIPOL) ","","",1 ,"MOORE, George Dee (LP) ","",110 ,"",Valid Votes: ,"","","","",299
"KIEH, JR., George Klay (NDM) ","","",5 ,"PAYE, Francis Saturday (LP) ","",12 ,"",Invalid Votes: ,"","","","",3
"KORTO, Joseph D. Z. (LERP) ","","",1 ,"PEARSON, Moses Jududoes (NPP) ","",9 ,"",Total Votes: ,"","","","",302
"KPOTO, Robert Momo (ULD) ","","",1 ,"SAWMADAL, Arthur D.K. (NDM) ","",169,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"SOBEOR, Dorr Henry (NDM) ","",12,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",2 ,"",Valid Votes: ,575,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"",Invalid Ballots: ,4,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",3 ,"",Valid Votes + Invalid Ballots: ,579,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",4,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",0,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",31,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",7,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",9,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",75,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",1,"","","","","","","","","",""
"",Valid Votes: ,"",300,"","","","","","","","","",""
"",Invalid Votes: ,"",13,"","","","","","","","","",""
"",Total Votes: ,"",313,"","","","","","","","","",""
Precinct: 36003 ,Polling Place ,2 ,"","","","",Total: 406 ,Age 18-27: 32.0% ,Age 48-57: ,"","",9.9%,""
"Charlie Tow n Community School, Charlie , River Cess ","","","","","","",Males: 49.5% Females: 50.5% ,Age 28-37: 26.6% Age 38-47: 18.2% ,Age 57-68: Age 68+: ,"","",7.1%6.2%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",River Cess ,"","River Cess, Electoral District 1","","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",6 ,"BANNEY, Jay Jonathan (UP) ","",56 ,"BARTEE, Charles Zarkpah (NDM) ","","","","","",19
"BRUMSKINE, Charles Walker (LP) ","","",110 ,"BARYOEGAR, James G. (APD) ","",20 ,"CEPHAS, Sampson A. (APD) ","","","","","",19
"CONNEH, Sekou Damate (PRODEM) ","","",2 ,"BEN, Jasper Morris (COTOL) ","",14 ,"GLASSCO, Idamay Dehconwulu (CDC) ","","","","","",41
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"DOLE, Roberto Gbegba (COTOL) ","",9 ,"KABA, Morris Abrahima (LP) ","","","","","",23
"FARHAT, David M. (FDP) ","","",0 ,"GLAYBO, Uriah  (CDC) ","",70 ,"KNOWLDEN, William Trokon (NPP) ","","","","","",107
"JALLAH, Armah Zolu (NPL) ","","",2 ,"JOHNSON, Francis B.S. (UP) ","",29 ,"MITCHELL, Ronald Alexander (Ind) ","","","","","",69
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",17 ,"MONWEH, SR., Davidson Tompo (CDC) ","",16 ,"WILLIAMS, Elizabeth Pennoh (UP) ","","","","","",12
"KIADII, George Momodu (NATVIPOL) ","","",1 ,"MOORE, George Dee (LP) ","",84 ,"",Valid Votes: ,"","","","",290
"KIEH, JR., George Klay (NDM) ","","",6 ,"PAYE, Francis Saturday (LP) ","",11 ,"",Invalid Votes: ,"","","","",7
"KORTO, Joseph D. Z. (LERP) ","","",1 ,"PEARSON, Moses Jududoes (NPP) ","",9 ,"",Total Votes: ,"","","","",297
"KPOTO, Robert Momo (ULD) ","","",2 ,"SAWMADAL, Arthur D.K. (NDM) ","",182,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",1 ,"SOBEOR, Dorr Henry (NDM) ","",5,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",5 ,"",Valid Votes: ,505,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",2 ,"",Invalid Ballots: ,4,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0 ,"",Valid Votes + Invalid Ballots: ,509,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",9,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",0,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",50,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",4,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",10,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",61,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",289,"","","","","","","","","",""
"",Invalid Votes: ,"",8,"","","","","","","","","",""
"",Total Votes: ,"",297,"","","","","","","","","",""
Precinct: 36004 ,Polling Place ,1 ,"","","","",Total: 500 ,Age 18-27: 33.2% ,Age 48-57: ,"","",9.8%,""
"Little Liberia Community School , Little Liberia , River Cess ","","","","","","",Males: 51.4% Females: 48.6% ,Age 28-37: 27.4% Age 38-47: 19.4% ,Age 57-68: Age 68+: ,"","",5.4%4.8%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",River Cess ,"","River Cess, Electoral District 1","","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",2 ,"BANNEY, Jay Jonathan (UP) ","",91 ,"BARTEE, Charles Zarkpah (NDM) ","","","","","",39
"BRUMSKINE, Charles Walker (LP) ","","",146 ,"BARYOEGAR, James G. (APD) ","",30 ,"CEPHAS, Sampson A. (APD) ","","","","","",32
"CONNEH, Sekou Damate (PRODEM) ","","",2 ,"BEN, Jasper Morris (COTOL) ","",27 ,"GLASSCO, Idamay Dehconwulu (CDC) ","","","","","",98
"DIVINE, SR., Samuel Raymond (Ind) ","","",2 ,"DOLE, Roberto Gbegba (COTOL) ","",11 ,"KABA, Morris Abrahima (LP) ","","","","","",47
"FARHAT, David M. (FDP) ","","",0 ,"GLAYBO, Uriah  (CDC) ","",52 ,"KNOWLDEN, William Trokon (NPP) ","","","","","",9
"JALLAH, Armah Zolu (NPL) ","","",0 ,"JOHNSON, Francis B.S. (UP) ","",43 ,"MITCHELL, Ronald Alexander (Ind) ","","","","","",76
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",14 ,"MONWEH, SR., Davidson Tompo (CDC) ","",43 ,"WILLIAMS, Elizabeth Pennoh (UP) ","","","","","",12
"KIADII, George Momodu (NATVIPOL) ","","",1 ,"MOORE, George Dee (LP) ","",152 ,"",Valid Votes: ,"","","","",313
"KIEH, JR., George Klay (NDM) ","","",4 ,"PAYE, Francis Saturday (LP) ","",41 ,"",Invalid Votes: ,"","","","",10
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"PEARSON, Moses Jududoes (NPP) ","",12 ,"",Total Votes: ,"","","","",323
"KPOTO, Robert Momo (ULD) ","","",0 ,"SAWMADAL, Arthur D.K. (NDM) ","",58,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"SOBEOR, Dorr Henry (NDM) ","",26,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",1 ,"",Valid Votes: ,586,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"",Invalid Ballots: ,4,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",1 ,"",Valid Votes + Invalid Ballots: ,590,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",9,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",1,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",4,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",4,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",7,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",124,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",322,"","","","","","","","","",""
"",Invalid Votes: ,"",4,"","","","","","","","","",""
"",Total Votes: ,"",326,"","","","","","","","","",""
