"Precinct: 15001 ","Polling Place: ",1,,,,,"Total: 500 ","Age 18-27: 37.4% ","Age 48-57: ",,"10.0%",,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,2,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,21,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,303,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,3,,,,,,,,,,,
,"Valid Votes: ",,342,,,,,,,,,,,
,"Invalid Votes: ",,3,,,,,,,,,,,
,"Total Votes: ",,345,,,,,,,,,,,
"Precinct: 15001 ","Polling Place: ",2,,,,,"Total: 510 ","Age 18-27: 37.6% ","Age 48-57: ",,"10.2%",,,
"Toe Tow n public School, Toe Tow n, Grand Gedeh ",,,,,,,"Males: 46.1% Females: 53.9% ","Age 28-37: 19.6% Age 38-47: 14.3% ","Age 57-68: Age 68+: ",,"4.5%13.7%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,1,"BOONS, Seward K. (NDPL) ",,26,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,22,
"BRUMSKINE, Charles Walker (LP) ",,,11,"DENNIS, Annie Suah (LP) ",,31,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,151,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"DWUYE, SR., Philip Bayor (COTOL) ",,40,"KARYEE, William Surveyea (COTOL) ",,,,,,32,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"GAYE, Alphonso G. (UP) ",,21,"PARJEBO, Brown Chayee (UP) ",,,,,,24,
"FARHAT, David M. (FDP) ",,,0,"KANNAH, Amos Querty (CDC) ",,44,"WHYEE, Kai-Matthew  (CDC) ",,,,,,120,
"JALLAH, Armah Zolu (NPL) ",,,0,"NYENABO, Isaac Wehyee (NDPL) ",,152,,"Valid Votes: ",,,,,349,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,3,"SANDY, William Cheyety (COTOL) ",,270,,"Invalid Votes: ",,,,,4,
"KIADII, George Momodu (NATVIPOL) ",,,0,"SAYDEE, Augustine N. (CDC) ",,80,,"Total Votes: ",,,,,353,
"KIEH, JR., George Klay (NDM) ",,,0,"SLANGER, Edward N. (LPL) ",,21,,,,,,,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"WALLACE, John N. (UP) ",,11,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"Valid Votes: ",696,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,0,,"Invalid Ballots: ",3,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,,"Valid Votes + Invalid Ballots: ",699,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,,,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,2,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,1,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,26,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,309,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,353,,,,,,,,,,,
,"Invalid Votes: ",,0,,,,,,,,,,,
,"Total Votes: ",,353,,,,,,,,,,,
"Precinct: 15001 ","Polling Place: ",3,,,,,"Total: 541 ","Age 18-27: 34.8% ","Age 48-57: ",,"10.0%",,,
"Toe Tow n public School, Toe Tow n, Grand Gedeh ",,,,,,,"Males: 45.3% Females: 54.7% ","Age 28-37: 22.4% Age 38-47: 16.8% ","Age 57-68: Age 68+: ",,"3.7%12.2%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,1,"BOONS, Seward K. (NDPL) ",,14,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,15,
"BRUMSKINE, Charles Walker (LP) ",,,2,"DENNIS, Annie Suah (LP) ",,29,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,100,
"CONNEH, Sekou Damate (PRODEM) ",,,3,"DWUYE, SR., Philip Bayor (COTOL) ",,38,"KARYEE, William Surveyea (COTOL) ",,,,,,36,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"GAYE, Alphonso G. (UP) ",,16,"PARJEBO, Brown Chayee (UP) ",,,,,,25,
"FARHAT, David M. (FDP) ",,,1,"KANNAH, Amos Querty (CDC) ",,62,"WHYEE, Kai-Matthew  (CDC) ",,,,,,184,
"JALLAH, Armah Zolu (NPL) ",,,2,"NYENABO, Isaac Wehyee (NDPL) ",,74,,"Valid Votes: ",,,,,360,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,9,"SANDY, William Cheyety (COTOL) ",,232,,"Invalid Votes: ",,,,,12,
"KIADII, George Momodu (NATVIPOL) ",,,0,"SAYDEE, Augustine N. (CDC) ",,113,,"Total Votes: ",,,,,372,
"KIEH, JR., George Klay (NDM) ",,,0,"SLANGER, Edward N. (LPL) ",,23,,,,,,,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"WALLACE, John N. (UP) ",,24,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"Valid Votes: ",625,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,2,,"Invalid Ballots: ",4,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,1,,"Valid Votes + Invalid Ballots: ",629,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,,,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,2,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,1,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,25,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,320,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,1,,,,,,,,,,,
,"Valid Votes: ",,370,,,,,,,,,,,
,"Invalid Votes: ",,3,,,,,,,,,,,
,"Total Votes: ",,373,,,,,,,,,,,
"Precinct: 15001 ","Polling Place: ",4,,,,,"Total: 533 ","Age 18-27: 36.8% ","Age 48-57: ",,"10.5%",,,
"Toe Tow n public School, Toe Tow n, Grand Gedeh ",,,,,,,"Males: 42.2% Females: 57.8% ","Age 28-37: 20.3% Age 38-47: 15.8% ","Age 57-68: Age 68+: ",,"3.9%12.8%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BOONS, Seward K. (NDPL) ",,12,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,14,
"BRUMSKINE, Charles Walker (LP) ",,,1,"DENNIS, Annie Suah (LP) ",,47,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,199,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"DWUYE, SR., Philip Bayor (COTOL) ",,42,"KARYEE, William Surveyea (COTOL) ",,,,,,36,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"GAYE, Alphonso G. (UP) ",,20,"PARJEBO, Brown Chayee (UP) ",,,,,,17,
"FARHAT, David M. (FDP) ",,,0,"KANNAH, Amos Querty (CDC) ",,68,"WHYEE, Kai-Matthew  (CDC) ",,,,,,94,
"JALLAH, Armah Zolu (NPL) ",,,0,"NYENABO, Isaac Wehyee (NDPL) ",,74,,"Valid Votes: ",,,,,360,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,3,"SANDY, William Cheyety (COTOL) ",,281,,"Invalid Votes: ",,,,,15,
"KIADII, George Momodu (NATVIPOL) ",,,0,"SAYDEE, Augustine N. (CDC) ",,102,,"Total Votes: ",,,,,375,
"KIEH, JR., George Klay (NDM) ",,,2,"SLANGER, Edward N. (LPL) ",,29,,,,,,,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"WALLACE, John N. (UP) ",,21,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"Valid Votes: ",696,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,3,,"Invalid Ballots: ",6,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,,"Valid Votes + Invalid Ballots: ",702,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,,,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,1,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,1,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,1,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,19,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,342,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,373,,,,,,,,,,,
,"Invalid Votes: ",,2,,,,,,,,,,,
,"Total Votes: ",,375,,,,,,,,,,,
"Precinct: 15002 ","Polling Place: ",1,,,,,"Total: 414 ","Age 18-27: 32.9% ","Age 48-57: ",,"11.4%",,,
"Senniw en tow n Public School, Senniw en Tow n, Grand Gedeh ",,,,,,,"Males: 48.8% Females: 51.2% ","Age 28-37: 23.9% Age 38-47: 13.3% ","Age 57-68: Age 68+: ",,"9.4%9.2%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,1,"BOONS, Seward K. (NDPL) ",,20,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,207,
"BRUMSKINE, Charles Walker (LP) ",,,1,"DENNIS, Annie Suah (LP) ",,20,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,106,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"DWUYE, SR., Philip Bayor (COTOL) ",,6,"KARYEE, William Surveyea (COTOL) ",,,,,,20,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"GAYE, Alphonso G. (UP) ",,3,"PARJEBO, Brown Chayee (UP) ",,,,,,5,
"FARHAT, David M. (FDP) ",,,0,"KANNAH, Amos Querty (CDC) ",,19,"WHYEE, Kai-Matthew  (CDC) ",,,,,,39,
"JALLAH, Armah Zolu (NPL) ",,,0,"NYENABO, Isaac Wehyee (NDPL) ",,206,,"Valid Votes: ",,,,,377,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,2,"SANDY, William Cheyety (COTOL) ",,329,,"Invalid Votes: ",,,,,1,
"KIADII, George Momodu (NATVIPOL) ",,,0,"SAYDEE, Augustine N. (CDC) ",,108,,"Total Votes: ",,,,,378,
"KIEH, JR., George Klay (NDM) ",,,0,"SLANGER, Edward N. (LPL) ",,12,,,,,,,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"WALLACE, John N. (UP) ",,13,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"Valid Votes: ",736,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,0,,"Invalid Ballots: ",0,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,3,,"Valid Votes + Invalid Ballots: ",736,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,,,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,3,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,5,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,362,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,377,,,,,,,,,,,
,"Invalid Votes: ",,3,,,,,,,,,,,
,"Total Votes: ",,380,,,,,,,,,,,
"Precinct: 15003 ","Polling Place: ",1,,,,,"Total: 382 ","Age 18-27: 36.6% ","Age 48-57: ",,"11.8%",,,
"Duogee Tow n Public School, Duogee Tow n, Grand Gedeh ",,,,,,,"Males: 48.2% Females: 51.8% ","Age 28-37: 19.9% Age 38-47: 17.3% ","Age 57-68: Age 68+: ",,"7.3%7.1%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BOONS, Seward K. (NDPL) ",,5,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,135,
"BRUMSKINE, Charles Walker (LP) ",,,0,"DENNIS, Annie Suah (LP) ",,15,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,66,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"DWUYE, SR., Philip Bayor (COTOL) ",,8,"KARYEE, William Surveyea (COTOL) ",,,,,,26,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"GAYE, Alphonso G. (UP) ",,5,"PARJEBO, Brown Chayee (UP) ",,,,,,20,
"FARHAT, David M. (FDP) ",,,0,"KANNAH, Amos Querty (CDC) ",,6,"WHYEE, Kai-Matthew  (CDC) ",,,,,,69,
"JALLAH, Armah Zolu (NPL) ",,,1,"NYENABO, Isaac Wehyee (NDPL) ",,110,,"Valid Votes: ",,,,,316,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,0,"SANDY, William Cheyety (COTOL) ",,302,,"Invalid Votes: ",,,,,3,
"KIADII, George Momodu (NATVIPOL) ",,,0,"SAYDEE, Augustine N. (CDC) ",,159,,"Total Votes: ",,,,,319,
"KIEH, JR., George Klay (NDM) ",,,1,"SLANGER, Edward N. (LPL) ",,6,,,,,,,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"WALLACE, John N. (UP) ",,9,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"Valid Votes: ",625,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,0,,"Invalid Ballots: ",1,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,,"Valid Votes + Invalid Ballots: ",626,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,,,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,3,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,1,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,310,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,1,,,,,,,,,,,
,"Valid Votes: ",,317,,,,,,,,,,,
,"Invalid Votes: ",,2,,,,,,,,,,,
,"Total Votes: ",,319,,,,,,,,,,,
"Precinct: 15003 ","Polling Place: ",2,,,,,"Total: 331 ","Age 18-27: 38.7% ","Age 48-57: ",,"11.2%",,,
"Duogee Tow n Public School, Duogee Tow n, Grand Gedeh ",,,,,,,"Males: 49.8% Females: 50.2% ","Age 28-37: 21.8% Age 38-47: 13.9% ","Age 57-68: Age 68+: ",,"6.3%8.2%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BOONS, Seward K. (NDPL) ",,6,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,116,
"BRUMSKINE, Charles Walker (LP) ",,,0,"DENNIS, Annie Suah (LP) ",,8,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,65,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"DWUYE, SR., Philip Bayor (COTOL) ",,3,"KARYEE, William Surveyea (COTOL) ",,,,,,29,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"GAYE, Alphonso G. (UP) ",,5,"PARJEBO, Brown Chayee (UP) ",,,,,,10,
"FARHAT, David M. (FDP) ",,,0,"KANNAH, Amos Querty (CDC) ",,7,"WHYEE, Kai-Matthew  (CDC) ",,,,,,51,
"JALLAH, Armah Zolu (NPL) ",,,0,"NYENABO, Isaac Wehyee (NDPL) ",,56,,"Valid Votes: ",,,,,271,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,1,"SANDY, William Cheyety (COTOL) ",,247,,"Invalid Votes: ",,,,,9,
"KIADII, George Momodu (NATVIPOL) ",,,0,"SAYDEE, Augustine N. (CDC) ",,162,,"Total Votes: ",,,,,280,
"KIEH, JR., George Klay (NDM) ",,,6,"SLANGER, Edward N. (LPL) ",,7,,,,,,,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"WALLACE, John N. (UP) ",,14,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"Valid Votes: ",515,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,3,,"Invalid Ballots: ",7,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,,"Valid Votes + Invalid Ballots: ",522,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,,,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,1,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,3,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,261,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,275,,,,,,,,,,,
,"Invalid Votes: ",,5,,,,,,,,,,,
,"Total Votes: ",,280,,,,,,,,,,,
"Precinct: 15004 ","Polling Place: ",1,,,,,"Total: 531 ","Age 18-27: 33.9% ","Age 48-57: ",,"12.1%",,,
"Zleh Tow n Public School, Zleh Tow n, Grand Gedeh ",,,,,,,"Males: 42.7% Females: 57.3% ","Age 28-37: 22.8% Age 38-47: 13.9% ","Age 57-68: Age 68+: ",,"9.6%7.7%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BOONS, Seward K. (NDPL) ",,4,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,109,
"BRUMSKINE, Charles Walker (LP) ",,,3,"DENNIS, Annie Suah (LP) ",,12,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,35,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"DWUYE, SR., Philip Bayor (COTOL) ",,22,"KARYEE, William Surveyea (COTOL) ",,,,,,138,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"GAYE, Alphonso G. (UP) ",,11,"PARJEBO, Brown Chayee (UP) ",,,,,,33,
"FARHAT, David M. (FDP) ",,,0,"KANNAH, Amos Querty (CDC) ",,16,"WHYEE, Kai-Matthew  (CDC) ",,,,,,105,
"JALLAH, Armah Zolu (NPL) ",,,0,"NYENABO, Isaac Wehyee (NDPL) ",,172,,"Valid Votes: ",,,,,420,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,14,"SANDY, William Cheyety (COTOL) ",,355,,"Invalid Votes: ",,,,,4,
"KIADII, George Momodu (NATVIPOL) ",,,0,"SAYDEE, Augustine N. (CDC) ",,172,,"Total Votes: ",,,,,424,
"KIEH, JR., George Klay (NDM) ",,,0,"SLANGER, Edward N. (LPL) ",,13,,,,,,,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"WALLACE, John N. (UP) ",,15,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"Valid Votes: ",792,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,25,,"Invalid Ballots: ",6,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,,"Valid Votes + Invalid Ballots: ",798,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,,,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,1,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,11,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,1,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,357,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,1,,,,,,,,,,,
,"Valid Votes: ",,413,,,,,,,,,,,
,"Invalid Votes: ",,11,,,,,,,,,,,
,"Total Votes: ",,424,,,,,,,,,,,
"Precinct: 15004 ","Polling Place: ",2,,,,,"Total: 535 ","Age 18-27: 37.9% ","Age 48-57: ",,"10.8%",,,
"Zleh Tow n Public School, Zleh Tow n, Grand Gedeh ",,,,,,,"Males: 47.1% Females: 52.9% ","Age 28-37: 19.3% Age 38-47: 15.0% ","Age 57-68: Age 68+: ",,"9.0%8.0%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BOONS, Seward K. (NDPL) ",,3,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,205,
"BRUMSKINE, Charles Walker (LP) ",,,7,"DENNIS, Annie Suah (LP) ",,21,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,27,
"CONNEH, Sekou Damate (PRODEM) ",,,1,"DWUYE, SR., Philip Bayor (COTOL) ",,35,"KARYEE, William Surveyea (COTOL) ",,,,,,71,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"GAYE, Alphonso G. (UP) ",,23,"PARJEBO, Brown Chayee (UP) ",,,,,,15,
"FARHAT, David M. (FDP) ",,,0,"KANNAH, Amos Querty (CDC) ",,19,"WHYEE, Kai-Matthew  (CDC) ",,,,,,107,
"JALLAH, Armah Zolu (NPL) ",,,0,"NYENABO, Isaac Wehyee (NDPL) ",,171,,"Valid Votes: ",,,,,425,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,10,"SANDY, William Cheyety (COTOL) ",,346,,"Invalid Votes: ",,,,,2,
"KIADII, George Momodu (NATVIPOL) ",,,0,"SAYDEE, Augustine N. (CDC) ",,171,,"Total Votes: ",,,,,427,
"KIEH, JR., George Klay (NDM) ",,,0,"SLANGER, Edward N. (LPL) ",,14,,,,,,,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"WALLACE, John N. (UP) ",,27,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"Valid Votes: ",830,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,18,,"Invalid Ballots: ",2,,,,,,,,
