election_county,precinct,polling_place,address,election,election_year,election_type,election_round,valid_votes,invalid_votes,total_votes,candidate,cand_party,cand_votes,registered_voters
Margibi,24089 ,1,"Palava Hut, Du-bridge Camp ",President/Vice-President Runoff ,2005,Presidential,2,140,0,140,"WEAH, George Manneh",CDC,64,201
Margibi,24092 ,1,"Palava Hut, Division 2 Camp ",President/Vice-President Runoff ,2005,Presidential,2,242,4,246,"JOHNSON-SIRLEAF, Ellen",UP,221,347
Margibi,24092 ,1,"Palava Hut, Division 2 Camp ",President/Vice-President Runoff ,2005,Presidential,2,242,4,246,"WEAH, George Manneh",CDC,21,347
Margibi,24095 ,2,"Palava Hut, Division 7 Camp ",President/Vice-President Runoff ,2005,Presidential,2,247,19,266,"JOHNSON-SIRLEAF, Ellen",UP,173,404
Margibi,24095 ,2,"Palava Hut, Division 7 Camp ",President/Vice-President Runoff ,2005,Presidential,2,247,19,266,"WEAH, George Manneh",CDC,74,404
Margibi,24097 ,1,"Palaver Hut, Division 11 Camp ",President/Vice-President Runoff ,2005,Presidential,2,256,1,257,"JOHNSON-SIRLEAF, Ellen",UP,213,404
Margibi,24097 ,1,"Palaver Hut, Division 11 Camp ",President/Vice-President Runoff ,2005,Presidential,2,256,1,257,"WEAH, George Manneh",CDC,43,404
Margibi,24099 ,1,"Palaver Hut, Division 11 Camp ",President/Vice-President Runoff ,2005,Presidential,2,170,4,174,"JOHNSON-SIRLEAF, Ellen",UP,136,307
Margibi,24099 ,1,"Palaver Hut, Division 11 Camp ",President/Vice-President Runoff ,2005,Presidential,2,170,4,174,"WEAH, George Manneh",CDC,34,307
Margibi,24101 ,1,"Palaver Hut, Division 11 Camp ",President/Vice-President Runoff ,2005,Presidential,2,62,1,63,"JOHNSON-SIRLEAF, Ellen",UP,51,145
Margibi,24101 ,1,"Palaver Hut, Division 11 Camp ",President/Vice-President Runoff ,2005,Presidential,2,62,1,63,"WEAH, George Manneh",CDC,11,145
Margibi,24103 ,1,"Division 22 Office, Division 16 Camp ",President/Vice-President Runoff ,2005,Presidential,2,317,4,321,"JOHNSON-SIRLEAF, Ellen",UP,291,456
Margibi,24103 ,1,"Division 22 Office, Division 16 Camp ",President/Vice-President Runoff ,2005,Presidential,2,317,4,321,"WEAH, George Manneh",CDC,26,456
Margibi,24106 ,1,"Division 25 Office, Division 24 Camp ",President/Vice-President Runoff ,2005,Presidential,2,137,9,146,"JOHNSON-SIRLEAF, Ellen",UP,115,274
Margibi,24106 ,1,"Division 25 Office, Division 24 Camp ",President/Vice-President Runoff ,2005,Presidential,2,137,9,146,"WEAH, George Manneh",CDC,22,274
Margibi,24109 ,1,"Division 28 School, Division 27 Camp ",President/Vice-President Runoff ,2005,Presidential,2,164,1,165,"JOHNSON-SIRLEAF, Ellen",UP,132,276
Margibi,24109 ,1,"Division 28 School, Division 27 Camp ",President/Vice-President Runoff ,2005,Presidential,2,164,1,165,"WEAH, George Manneh",CDC,32,276
Margibi,24111 ,1,"Division 29 School, Division 29 Camp ",President/Vice-President Runoff ,2005,Presidential,2,346,11,357,"JOHNSON-SIRLEAF, Ellen",UP,295,464
Margibi,24111 ,1,"Division 29 School, Division 29 Camp ",President/Vice-President Runoff ,2005,Presidential,2,346,11,357,"WEAH, George Manneh",CDC,51,464
Margibi,24112 ,2,"Division 30 Office, Division 30 Camp ",President/Vice-President Runoff ,2005,Presidential,2,353,1,354,"JOHNSON-SIRLEAF, Ellen",UP,329,544
Margibi,24112 ,2,"Division 30 Office, Division 30 Camp ",President/Vice-President Runoff ,2005,Presidential,2,353,1,354,"WEAH, George Manneh",CDC,24,544
Margibi,24114 ,1,"Division 34 Office, Division 33 Camp ",President/Vice-President Runoff ,2005,Presidential,2,154,0,154,"JOHNSON-SIRLEAF, Ellen",UP,122,283
Margibi,24114 ,1,"Division 34 Office, Division 33 Camp ",President/Vice-President Runoff ,2005,Presidential,2,154,0,154,"WEAH, George Manneh",CDC,32,283
Margibi,24117 ,1,"Division 38 Office, Division 38 Camp ",President/Vice-President Runoff ,2005,Presidential,2,243,7,250,"JOHNSON-SIRLEAF, Ellen",UP,213,340
Margibi,24117 ,1,"Division 38 Office, Division 38 Camp ",President/Vice-President Runoff ,2005,Presidential,2,243,7,250,"WEAH, George Manneh",CDC,30,340
Margibi,24119 ,1,"Division 40 Office, Division 40 Camp ",President/Vice-President Runoff ,2005,Presidential,2,253,9,262,"JOHNSON-SIRLEAF, Ellen",UP,221,362
Margibi,24119 ,1,"Division 40 Office, Division 40 Camp ",President/Vice-President Runoff ,2005,Presidential,2,253,9,262,"WEAH, George Manneh",CDC,32,362
Margibi,24121 ,1,"Bondiw ay School, Bondiw ay ",President/Vice-President Runoff ,2005,Presidential,2,225,7,232,"JOHNSON-SIRLEAF, Ellen",UP,177,468
Margibi,24121 ,1,"Bondiw ay School, Bondiw ay ",President/Vice-President Runoff ,2005,Presidential,2,225,7,232,"WEAH, George Manneh",CDC,48,468
Margibi,24122 ,3,"Clipper Camp School, Clipper Camp ",President/Vice-President Runoff ,2005,Presidential,2,306,4,310,"JOHNSON-SIRLEAF, Ellen",UP,227,457
Margibi,24122 ,3,"Clipper Camp School, Clipper Camp ",President/Vice-President Runoff ,2005,Presidential,2,306,4,310,"WEAH, George Manneh",CDC,79,457
Margibi,24124 ,1,"Idp Camp , Palava Hut, Conneh Idp ",President/Vice-President Runoff ,2005,Presidential,2,224,4,228,"JOHNSON-SIRLEAF, Ellen",UP,198,382
Margibi,24124 ,1,"Idp Camp , Palava Hut, Conneh Idp ",President/Vice-President Runoff ,2005,Presidential,2,224,4,228,"WEAH, George Manneh",CDC,26,382
Margibi,24124 ,4,"Idp Camp , Palava Hut, Conneh Idp ",President/Vice-President Runoff ,2005,Presidential,2,248,20,268,"JOHNSON-SIRLEAF, Ellen",UP,225,573
Margibi,24124 ,4,"Idp Camp , Palava Hut, Conneh Idp ",President/Vice-President Runoff ,2005,Presidential,2,248,20,268,"WEAH, George Manneh",CDC,23,573
Margibi,24125 ,3,"Idp Camp , Palava Hut, Unification Tow n ",President/Vice-President Runoff ,2005,Presidential,2,90,3,93,"JOHNSON-SIRLEAF, Ellen",UP,76,568
Margibi,24125 ,3,"Idp Camp , Palava Hut, Unification Tow n ",President/Vice-President Runoff ,2005,Presidential,2,90,3,93,"WEAH, George Manneh",CDC,14,568
Margibi,24127 ,1,"Idp Camp , Palava Hut, Massaquor Tow n ",President/Vice-President Runoff ,2005,Presidential,2,19,6,25,"JOHNSON-SIRLEAF, Ellen",UP,17,37
Margibi,24127 ,1,"Idp Camp , Palava Hut, Massaquor Tow n ",President/Vice-President Runoff ,2005,Presidential,2,19,6,25,"WEAH, George Manneh",CDC,2,37
Margibi,24128 ,2,"Idp Camp , Palava Hut, Brow n Tow n ",President/Vice-President Runoff ,2005,Presidential,2,327,16,343,"JOHNSON-SIRLEAF, Ellen",UP,232,514
Margibi,24128 ,2,"Idp Camp , Palava Hut, Brow n Tow n ",President/Vice-President Runoff ,2005,Presidential,2,327,16,343,"WEAH, George Manneh",CDC,95,514
Margibi,24001 ,2,"Lakayta Health Centre, Lakayta Tow nship ",President/Vice-President Runoff ,2005,Presidential,2,180,6,186,"JOHNSON-SIRLEAF, Ellen",UP,149,484
Margibi,24001 ,2,"Lakayta Health Centre, Lakayta Tow nship ",President/Vice-President Runoff ,2005,Presidential,2,180,6,186,"WEAH, George Manneh",CDC,31,484
Margibi,24002 ,1,"Marker Public School, Sherman Farm 1 ",President/Vice-President Runoff ,2005,Presidential,2,253,13,266,"JOHNSON-SIRLEAF, Ellen",UP,149,500
Margibi,24002 ,1,"Marker Public School, Sherman Farm 1 ",President/Vice-President Runoff ,2005,Presidential,2,253,13,266,"WEAH, George Manneh",CDC,104,500
Margibi,24004 ,2,"Palava Hut, Sherman Farm 1 ",President/Vice-President Runoff ,2005,Presidential,2,150,8,158,"JOHNSON-SIRLEAF, Ellen",UP,105,345
Margibi,24004 ,2,"Palava Hut, Sherman Farm 1 ",President/Vice-President Runoff ,2005,Presidential,2,150,8,158,"WEAH, George Manneh",CDC,45,345
