"code","locality","address","voters","polling.places","county","district","election.year","non.ret.places","non.ret.voters","consolidated"
"06538","Gbaoto","Gbaoto Public School",1073,2,"Bong",4,2005,NA,NA,0
"06539","Jennepleta","Jeneplita Public School",1311,3,"Bong",4,2005,NA,NA,0
"06540","Kollitawolatown","Kollitawola Public School",777,2,"Bong",4,2005,NA,NA,0
"06541","Melekei","Melekie Public School",689,2,"Bong",4,2005,NA,NA,0
"06543","Tomue","Tomue Palava Hut",778,2,"Bong",4,2005,NA,NA,0
"06545","Blatanla","Bcadp Warehouse",553,1,"Bong",4,2005,NA,NA,0
"06548","Blemeyea","Blameyea Public School",871,2,"Bong",4,2005,NA,NA,0
"06552","Gbarnga City","Nsah Wohn-a Nehn School",2773,5,"Bong",4,2005,NA,NA,0
"06553","Central Gbarnga","Loic School",2649,5,"Bong",4,2005,NA,NA,0
"06554","Gbarnga City","J.f. Clarke Kindergarten School",2421,5,"Bong",4,2005,NA,NA,0
"06555","Gbarnga City","M.v. Massaquoi School",2309,4,"Bong",4,2005,NA,NA,0
"06556","Gbarnga City","Tubman Gray High School",2177,4,"Bong",4,2005,NA,NA,0
"06557","Gbarnga City","Assemblies Of God School",2550,5,"Bong",4,2005,NA,NA,0
"06558","Gbarnga City","Gbarnga Sports Stadium",2548,5,"Bong",4,2005,NA,NA,0
"06515","Zowienta Town","Nyonfakollie Public School",2538,5,"Bong",5,2005,NA,NA,0
"06516","Baila Town","Samuel B. Cooper School",1421,3,"Bong",5,2005,NA,NA,0
"06517","Palala Town","Nyaquoi Bee School",2995,5,"Bong",5,2005,NA,NA,0
"06518","Foela Town","Youth Mission Of Life",903,2,"Bong",5,2005,NA,NA,0
"06519","Sarwolor Town","Sarwolor Town Public School",415,1,"Bong",5,2005,NA,NA,0
"06520","Zebay","James Milton Jr. High School",1942,4,"Bong",5,2005,NA,NA,0
"06521","Yopea (1)","Yopea Public School",877,2,"Bong",5,2005,NA,NA,0
"06522","Tarsai Town","Tarsai Public School",933,2,"Bong",5,2005,NA,NA,0
"06523","Botota City","Botota Public School",951,2,"Bong",5,2005,NA,NA,0
"06524","Gbecohn","Gbecohn Public School",1540,3,"Bong",5,2005,NA,NA,0
"06525","Tukpablee Town","Tukpablee Palava Hut",1055,2,"Bong",5,2005,NA,NA,0
"06526","Gbarlorkpalah Town","Gbarlokpalah Public School",1264,3,"Bong",5,2005,NA,NA,0
"06527","U-lah Town","U-lah Public School",1069,2,"Bong",5,2005,NA,NA,0
"06528","Gold Camp Town","Gold Camp Public School",1967,4,"Bong",5,2005,NA,NA,0
"06529","Yolo Town","Yolo Town Public School",1262,3,"Bong",5,2005,NA,NA,0
"06530","Rock Crusher Town","Rock Crusher Public School",530,1,"Bong",5,2005,NA,NA,0
"06531","Doe-blee Town","Doe-blee Public School",503,1,"Bong",5,2005,NA,NA,0
"06532","Gbeletay Town","Palava Hut",325,1,"Bong",5,2005,NA,NA,0
"06533","Nagboi Town","Palava Hut",460,1,"Bong",5,2005,NA,NA,0
"06536","Gbenequelleh Town","Gbenequelleh Public School",1162,2,"Bong",5,2005,NA,NA,0
"06537","Samey","Samey Public School",619,2,"Bong",5,2005,NA,NA,0
"06544","Janyea","Janyea Public School",992,2,"Bong",5,2005,NA,NA,0
"06546","Baryata","Baryata Public School",987,2,"Bong",5,2005,NA,NA,0
"06547","Lehleh","Lehleh Public School",682,2,"Bong",5,2005,NA,NA,0
"06551","Monowainsue","Manowainsue Public School",739,2,"Bong",5,2005,NA,NA,0
"06501","Belefanai City","Belefanai Health Centre",1772,3,"Bong",6,2005,NA,NA,0
"06502","Gbansue Sulama Tow","Gbansue Health Centre",781,2,"Bong",6,2005,NA,NA,0
"06503","Shankpalai Town","Shankpala Public School",1089,2,"Bong",6,2005,NA,NA,0
"06504","Yowee Town","Seed Bank Building",854,2,"Bong",6,2005,NA,NA,0
"06505","Mbellequoi Town","Mbellequoi Town Public School",772,2,"Bong",6,2005,NA,NA,0
"06506","Naama Town","Seed Bank Building",1024,2,"Bong",6,2005,NA,NA,0
"06507","Kollie-ta Town","Kollie-ta Palava Hut",571,1,"Bong",6,2005,NA,NA,0
"06508","Farvey Town","Farvey Palava Hut",694,2,"Bong",6,2005,NA,NA,0
"06509","Gbalatuah City","Gbalatuah Health Centre",1443,3,"Bong",6,2005,NA,NA,0
"06510","Jorwah Town","Victoria Tolbert School",559,1,"Bong",6,2005,NA,NA,0
"06511","Gbarnga Siaquelleh","Christian T. Normal School",1217,3,"Bong",6,2005,NA,NA,0
"06512","Foequelleh Town","Pay Elementary & Jr. High Schl",2382,4,"Bong",6,2005,NA,NA,0
"06513","Bellemue Town","Weah Elementary School",1321,3,"Bong",6,2005,NA,NA,0
"06514","Gahnmue","Garmu Public School",1714,3,"Bong",6,2005,NA,NA,0
"06542","Wainsue","Wainsue Public School",2260,4,"Bong",6,2005,NA,NA,0
"06549","Gbarmu","Gbarmu Palava Hut",1542,3,"Bong",6,2005,NA,NA,0
"06550","Gbelekpalah Town","Gbelekpala  Palava Hut",722,2,"Bong",6,2005,NA,NA,0
"03024 ","Gayah Hill","Gayah Hills Palava Hut",756,2,"Bomi",1,2011,NA,NA,NA
"03075 ","Vai Town Ii","Court House, Moses Vincent Compound",1419,3,"Bomi",1,2011,NA,NA,NA
"03074 ","New Road","Administrative Building",302,1,"Bomi",1,2011,NA,NA,NA
"03073 ","Yomo Town","Yomo Town Public School",192,1,"Bomi",1,2011,NA,NA,NA
"03072 ","Gballasuah","Bomi Jr. High School",833,2,"Bomi",1,2011,NA,NA,NA
"03071 ","Joseph Town","C. H. Dewey High School",548,2,"Bomi",1,2011,NA,NA,NA
"03070 ","Joseph Town","Joseph Town Palava Hut",803,2,"Bomi",1,2011,NA,NA,NA
"03069 ","Nyeila","Nyeila English & Arabic School",584,2,"Bomi",1,2011,NA,NA,NA
"03068 ","Damballa Town","Jimina A. Wilson Public School",856,2,"Bomi",1,2011,NA,NA,NA
"03067 ","Weakama","Weakama Public School",647,2,"Bomi",1,2011,NA,NA,NA
"03049 ","Zamian","Zamian Town Palava Hut",156,1,"Bomi",1,2011,NA,NA,NA
"03002 ","Barmo","Barmo Palava Hut",385,1,"Bomi",1,2011,NA,NA,NA
"03042 ","Sackie","Sackie Town Hall",419,1,"Bomi",1,2011,NA,NA,NA
"03076 ","Vai Town Iii","Vai Town Cinema",1621,4,"Bomi",1,2011,NA,NA,NA
"03023 ","Boiling Camp","Boiling Camp Town Hall",292,1,"Bomi",1,2011,NA,NA,NA
"03018 ","Bola","Bola Town Palava Hut",359,1,"Bomi",1,2011,NA,NA,NA
"03009 ","Dependent Camp Town","Dependent Camp Town Hall",394,1,"Bomi",1,2011,NA,NA,NA
"03008 ","Married Camp","Married Camp Town Hall",1071,3,"Bomi",1,2011,NA,NA,NA
"03007 ","Government Farm Old","Government Farm Senjeh Town Hall",425,1,"Bomi",1,2011,NA,NA,NA
"03006 ","Gbah-jakeh","Gba-jakeh Gba Public School",1590,4,"Bomi",1,2011,NA,NA,NA
"03005 ","Besao","Besao Palava Hut",863,2,"Bomi",1,2011,NA,NA,NA
"03004 ","Beajah","Beajah Public School",321,1,"Bomi",1,2011,NA,NA,NA
"03003 ","Beafinie","Beafinie Town Hall",488,1,"Bomi",1,2011,NA,NA,NA
"03001 ","Baima","Baima Palava Hut",174,1,"Bomi",1,2011,NA,NA,NA
"03047 ","Red Hill","Red Hill Palava Hut",475,1,"Bomi",1,2011,NA,NA,NA
"06066 ","Stephen-ta","Stephen-ta Palava Hut",408,1,"Bong",7,2011,NA,NA,NA
"06005 ","Beletanda","Beletanda Palava Hut",794,2,"Bong",7,2011,NA,NA,NA
"06009 ","Boryormah One","Boryormah Palava Hut",1162,3,"Bong",7,2011,NA,NA,NA
"06010 ","Cephas Town","St. Paul Catholic School",1027,3,"Bong",7,2011,NA,NA,NA
"06011 ","Degei","Borlarmu Public School",864,2,"Bong",7,2011,NA,NA,NA
"06012 ","Boduala","Boudala Public School",566,2,"Bong",7,2011,NA,NA,NA
"06029 ","Gbamokollieta","Gbamokollieta Palava Hut",736,2,"Bong",7,2011,NA,NA,NA
"06030 ","Wumai Town","Wumai Palava Hut",791,2,"Bong",7,2011,NA,NA,NA
"06061 ","Haindii","Haindii Clinic",1970,4,"Bong",7,2011,NA,NA,NA
"06067 ","Kankalan Town","Kankalan Public School",687,2,"Bong",7,2011,NA,NA,NA
"06070 ","Kelebei","Kelebei Public School",990,2,"Bong",7,2011,NA,NA,NA
"06076 ","Winnie-ta","Winnie-ta Public School",1007,3,"Bong",7,2011,NA,NA,NA
"06080 ","Gbonokalai Town","Gbonokalai Palava Hut",505,2,"Bong",7,2011,NA,NA,NA
"06126 ","Yarbayeh Town","Yarbayeh Public School",1002,3,"Bong",7,2011,NA,NA,NA
"06047 ","Gbo Gbo Ta","Gbo Gbo Ta Public School",832,2,"Bong",7,2011,NA,NA,NA
"06131 ","Zamkpe Yama","Zamkpe Yama Palava Hut",282,1,"Bong",7,2011,NA,NA,NA
"06087 ","Nuamue I","Nuamue Public School",452,1,"Bong",7,2011,NA,NA,NA
"06120 ","Volomeni Town","Volomeni Palava Hut",812,2,"Bong",7,2011,NA,NA,NA
"06119 ","Varnery Town","Lawana Public School",1440,3,"Bong",7,2011,NA,NA,NA
"06112 ","Samah","Samah Town Palava Hut",191,1,"Bong",7,2011,NA,NA,NA
"06098 ","Sanoyea","Sanoyea Market",1995,4,"Bong",7,2011,NA,NA,NA
"06097 ","Sanoyea","Sanoyea Lutheran School",1168,3,"Bong",7,2011,NA,NA,NA
"06095 ","Popota","Popota Public School",1186,3,"Bong",7,2011,NA,NA,NA
"06094 ","Piata","Piata Palava Hut",685,2,"Bong",7,2011,NA,NA,NA
"06090 ","Nyean Town","Nancy B. Doe Elem. School",1414,3,"Bong",7,2011,NA,NA,NA
"06089 ","Nyeablia Town","Nyeablia Public School",1591,4,"Bong",7,2011,NA,NA,NA
"06134 ","Gbalala Town","Gbalala Clinic",510,2,"Bong",7,2011,NA,NA,NA
"45022 ","Gbaryama","Gbaryama Town Hall",835,2,"Gbarpolu",1,2011,NA,NA,NA
"45061 ","Guyan-ta","Gbarquoita Town Hall",718,2,"Gbarpolu",1,2011,NA,NA,NA
"45060 ","Bopolu","Bopolu Central High School",2823,6,"Gbarpolu",1,2011,NA,NA,NA
"45053 ","Totoquelleh","Totoquelleh Public School",979,2,"Gbarpolu",1,2011,NA,NA,NA
"45049 ","Henry","Henry Town Palava Hut",2565,6,"Gbarpolu",1,2011,NA,NA,NA
"45010 ","Fassah","Fallah Palava Hut",287,1,"Gbarpolu",1,2011,NA,NA,NA
"45040 ","Nyeamah","Nyeamah School",344,1,"Gbarpolu",1,2011,NA,NA,NA
"45023 ","Gokallah","Gokallah Palava Hut",1594,4,"Gbarpolu",1,2011,NA,NA,NA
"45009 ","Bombomah","Bombomah Public School",623,2,"Gbarpolu",1,2011,NA,NA,NA
"45019 ","Gbarngay","Gbarngay School",865,2,"Gbarpolu",1,2011,NA,NA,NA
"45050 ","Manorwella","Manorwella Public School",199,1,"Gbarpolu",1,2011,NA,NA,NA
"45033 ","Gedema","Gedema Public School",853,2,"Gbarpolu",1,2011,NA,NA,NA
"45048 ","Tawalata","Tawalata Town Hall",269,1,"Gbarpolu",1,2011,NA,NA,NA
"45035 ","Moilakwelle","Moilakwelle School",830,2,"Gbarpolu",2,2011,NA,NA,NA
"45021 ","Gelekpasu","Gelekpasu School",386,1,"Gbarpolu",2,2011,NA,NA,NA
"45058 ","Boliah","Boliah Town Hall",310,1,"Gbarpolu",2,2011,NA,NA,NA
"45057 ","Nyailowai","Nyailowai Town Hall",508,2,"Gbarpolu",2,2011,NA,NA,NA
"45056 ","Zalakai","Zalakai School",611,2,"Gbarpolu",2,2011,NA,NA,NA
"45052 ","Kalata","Kalata Town Hall",458,1,"Gbarpolu",2,2011,NA,NA,NA
"45051 ","Tiggelee","Tiggelee Town Hall",288,1,"Gbarpolu",2,2011,NA,NA,NA
"45047 ","Kologbane A","Kologbane Palava Hut",924,2,"Gbarpolu",2,2011,NA,NA,NA
"45046 ","Gelengasiasu","Gelengasiasu Town Hall",401,1,"Gbarpolu",2,2011,NA,NA,NA
"45036 ","Belekpalumu","Belekpalumu Palava Hut",419,1,"Gbarpolu",2,2011,NA,NA,NA
"45029 ","Kpawolozu","Kpawolozu School",261,1,"Gbarpolu",2,2011,NA,NA,NA
"45012 ","Gatima","Gatima Town Hall",589,2,"Gbarpolu",2,2011,NA,NA,NA
"45030 ","Mavordor","Mavordor Palava Hut",387,1,"Gbarpolu",2,2011,NA,NA,NA
"45017 ","Fahnyapolu","Fahnyapolu Town Hall",433,1,"Gbarpolu",2,2011,NA,NA,NA
"45024 ","Palakwelle","Palakwelle Palava Hut",765,2,"Gbarpolu",2,2011,NA,NA,NA
"45042 ","Porkpa-ta","Porkpa-ta School",615,2,"Gbarpolu",2,2011,NA,NA,NA
"45015 ","Gbarkagborquoita Town","Gbarkagborquoita Palava Hut",532,2,"Gbarpolu",2,2011,NA,NA,NA
"45031 ","Kpayeakwelle","Kpayeakwelle Palava Hut",1078,3,"Gbarpolu",2,2011,NA,NA,NA
"45011 ","Fassama","Fassamatown Palava Hut",1347,3,"Gbarpolu",2,2011,NA,NA,NA
"45008 ","Belleh Yallah","Belleh Yallah Public School",795,2,"Gbarpolu",2,2011,NA,NA,NA
"45002 ","Baloma","Baloma Town Hall",579,2,"Gbarpolu",2,2011,NA,NA,NA
"45025 ","Gungbe-ta","Gungbe-ta School",289,1,"Gbarpolu",2,2011,NA,NA,NA
"45028 ","Kelleh","Kelleh Town Hall",305,1,"Gbarpolu",2,2011,NA,NA,NA
"45016 ","Gbarkorma","Gbarkorma School",147,1,"Gbarpolu",2,2011,NA,NA,NA
"45007 ","Beatoe","Beatoe Town",462,1,"Gbarpolu",3,2011,NA,NA,NA
"45001 ","Ballah-bassa","Ballah Town Public School",202,1,"Gbarpolu",3,2011,NA,NA,NA
"45005 ","Domanmana","Domanmana Town Hall",132,1,"Gbarpolu",3,2011,NA,NA,NA
"45004 ","Beathou","Beathou Town Hall",104,1,"Gbarpolu",3,2011,NA,NA,NA
"45006 ","Mbama","Marma Town Hall",236,1,"Gbarpolu",3,2011,NA,NA,NA
"45041 ","Camp Alpha","Camp Alpha Town Palava Hut",836,2,"Gbarpolu",3,2011,NA,NA,NA
"45003 ","Beaden","Beaden Town Hall",163,1,"Gbarpolu",3,2011,NA,NA,NA
"45059 ","Zuie","Zuie School",487,1,"Gbarpolu",3,2011,NA,NA,NA
"45054 ","Weasua","Weasua Town Hall",915,2,"Gbarpolu",3,2011,NA,NA,NA
"45045 ","Smith","Smith Public School",314,1,"Gbarpolu",3,2011,NA,NA,NA
"45043 ","Karnley Town","Karnley Town Palava Hut",690,2,"Gbarpolu",3,2011,NA,NA,NA
"45039 ","Nomodatanau","Nomodatanau Town Hall",1030,3,"Gbarpolu",3,2011,NA,NA,NA
"45038 ","Yangaya","Yangaya Town Hall",473,1,"Gbarpolu",3,2011,NA,NA,NA
"45037 ","Njaiboi Town Center","Njaiboi Town Hall",201,1,"Gbarpolu",3,2011,NA,NA,NA
"45055 ","Welequa","Welequa Town Hall",219,1,"Gbarpolu",3,2011,NA,NA,NA
"45044 ","Tarkpoimah","Tarkpoimah Town Hall",403,1,"Gbarpolu",3,2011,NA,NA,NA
"45013 ","Timba","Timba Town Palava Hut",335,1,"Gbarpolu",3,2011,NA,NA,NA
"45034 ","Vaye Town","Vaye Town (weamawou) Public School",706,2,"Gbarpolu",3,2011,NA,NA,NA
"45014 ","Amtel Camp Town","Amtel Camp Palava Hut",145,1,"Gbarpolu",3,2011,NA,NA,NA
"45018 ","Gbarma","Gbarma Centra High School",1936,4,"Gbarpolu",3,2011,NA,NA,NA
"45020 ","Gbelleta","Gbelleta Public School",580,2,"Gbarpolu",3,2011,NA,NA,NA
"45026 ","Galahun","Galahun Town Hall",65,1,"Gbarpolu",3,2011,NA,NA,NA
"45027 ","Bombohun","Bombohun Town Hall",62,1,"Gbarpolu",3,2011,NA,NA,NA
"45032 ","Kungbor","Kungbor Town Hall",904,2,"Gbarpolu",3,2011,NA,NA,NA
"09116 ","Somah","Somah Town Palava Hut",273,1,"Grand Bassa",1,2011,NA,NA,NA
"09175 ","Edina","Edina City Hall",474,1,"Grand Bassa",1,2011,NA,NA,NA
"09088 ","Zoe","Zoe Town Palava Hut",382,1,"Grand Bassa",1,2011,NA,NA,NA
"09091 ","Wrayn","Wrayn Town Palava Hut",152,1,"Grand Bassa",1,2011,NA,NA,NA
"09092 ","Betto Token","Betto Token Town Palava Hut",231,1,"Grand Bassa",1,2011,NA,NA,NA
"09093 ","Douweh/wheeto Town","Douweh Town Palava Hut",550,2,"Grand Bassa",1,2011,NA,NA,NA
"09100 ","Mondeh","Mondeh Town Palava Hut",300,1,"Grand Bassa",1,2011,NA,NA,NA
"09101 ","Norr Town","Norr Town Palava Hut",490,1,"Grand Bassa",1,2011,NA,NA,NA
"09102 ","Saul Village","Saul Village Palava Hut",451,1,"Grand Bassa",1,2011,NA,NA,NA
"09089 ","Little Bassa","Little Bassa Town Palava Hut",736,2,"Grand Bassa",1,2011,NA,NA,NA
"09117 ","Kutuahn","Kutuahn School Building",187,1,"Grand Bassa",1,2011,NA,NA,NA
"09118 ","Kpawetro","Kpawetro Town Palava Hut",321,1,"Grand Bassa",1,2011,NA,NA,NA
"09119 ","Whoo's","Whoo's Town Palava Hut",370,1,"Grand Bassa",1,2011,NA,NA,NA
"09122 ","Zuzohn","Zuzohn Palava Hut",221,1,"Grand Bassa",1,2011,NA,NA,NA
"09160 ","Kingsville","Kingsville Palava Hut",566,2,"Grand Bassa",1,2011,NA,NA,NA
"09161 ","Camp Mechlin","Camp Mechlin Palava Hut",621,2,"Grand Bassa",1,2011,NA,NA,NA
"09162 ","Centrel Lloydsville","Centrel Lloydsville Adm. Building",1643,4,"Grand Bassa",1,2011,NA,NA,NA
"09163 ","Wrakon","Wrakon Town Palava Hut",557,2,"Grand Bassa",1,2011,NA,NA,NA
"09169 ","Diggs","Diggs Town Palava Hut",361,1,"Grand Bassa",1,2011,NA,NA,NA
"09168 ","Bueh's","Bueh's Town Palava Hut",277,1,"Grand Bassa",1,2011,NA,NA,NA
"09090 ","Civil Compoound #1","Civil # 1 Compoound Administrative Building",1098,3,"Grand Bassa",1,2011,NA,NA,NA
"09087 ","Nuah","Nuah Town Palava Hut",339,1,"Grand Bassa",1,2011,NA,NA,NA
"09001 ","Kpaingba","Kpaingba Town Palava Hut",183,1,"Grand Bassa",1,2011,NA,NA,NA
"09002 ","Kamachea","Kamachea Town Palava Hut",425,1,"Grand Bassa",1,2011,NA,NA,NA
"09003 ","Paye","Paye Town Palava Hut",301,1,"Grand Bassa",1,2011,NA,NA,NA
"09010 ","Bokay","Bokay Town Palava Hut",1632,4,"Grand Bassa",1,2011,NA,NA,NA
"09011 ","Jeko","Jeko Town Palava Hut",245,1,"Grand Bassa",1,2011,NA,NA,NA
"09012 ","Owensgroove","Owensgroove Administrative Building",2493,6,"Grand Bassa",1,2011,NA,NA,NA
"09042 ","Gozohn","Gozohn Town Palava Hut",180,1,"Grand Bassa",1,2011,NA,NA,NA
"09043 ","Gbarkpeh Town","Gbarkpeh Town Palava Hut",560,2,"Grand Bassa",1,2011,NA,NA,NA
"09055 ","Neegeewein","Neegeewein Elem. School",1286,3,"Grand Bassa",1,2011,NA,NA,NA
"09056 ","Beon","Beon Town Palava Hut",568,2,"Grand Bassa",1,2011,NA,NA,NA
"09083 ","Gurlee","Gurlee Town Palava Hut",143,1,"Grand Bassa",1,2011,NA,NA,NA
"09060 ","Barclayville","Barclayville Town Palava Hut",874,2,"Grand Bassa",1,2011,NA,NA,NA
"09061 ","Doewein","Doewein Town Palava Hut",933,2,"Grand Bassa",1,2011,NA,NA,NA
"09062 ","Chuah Viankon","Chuah Viankon Town Palava Hut",584,2,"Grand Bassa",1,2011,NA,NA,NA
"09064 ","Bassa Point","Bassa Point Town Palava Hut",209,1,"Grand Bassa",1,2011,NA,NA,NA
"09065 ","Kro","Kro Town Palava Hut",456,1,"Grand Bassa",1,2011,NA,NA,NA
"09079 ","Zaye's","Zaye's Town Palava Hut",547,2,"Grand Bassa",1,2011,NA,NA,NA
"09080 ","Kanque","Kanpue Town Palava Hut",404,1,"Grand Bassa",1,2011,NA,NA,NA
"09081 ","Goesuah","Goesuah Town Palava Hut",613,2,"Grand Bassa",1,2011,NA,NA,NA
"09082 ","Jacob Larteh","Jacob Larteh Town Palava Hut",895,2,"Grand Bassa",1,2011,NA,NA,NA
"09057 ","Kpenzohn Village","Kpenzohn Village Palava Hut",473,1,"Grand Bassa",1,2011,NA,NA,NA
"09144 ","Keliby Town","Keliby Palava Hut",289,1,"Grand Bassa",2,2011,NA,NA,NA
"09143 ","Picker Town","Rev. Gardiner School",456,1,"Grand Bassa",2,2011,NA,NA,NA
"09140 ","Waka","Waka Town Palava Hut",1053,3,"Grand Bassa",2,2011,NA,NA,NA
"09139 ","Frazier","Frazier Town Palava Hut",642,2,"Grand Bassa",2,2011,NA,NA,NA
"09138 ","Fortsville","Fortsville School Building",1088,3,"Grand Bassa",2,2011,NA,NA,NA
"09137 ","Zekar","Zekar Palava Hut",182,1,"Grand Bassa",2,2011,NA,NA,NA
"09136 ","Passing Village","Passing Village Palava Hut",348,1,"Grand Bassa",2,2011,NA,NA,NA
"09145 ","Taye Town","Joseph M.n Gbadyu School",664,2,"Grand Bassa",2,2011,NA,NA,NA
"09103 ","Senyah","Senyah Town Palava Hut",985,2,"Grand Bassa",2,2011,NA,NA,NA
"09165 ","Zammie","Zammie Town Palava Hut",462,1,"Grand Bassa",2,2011,NA,NA,NA
"09104 ","Karngbopue","Karngbopue Town Palava Hut",457,1,"Grand Bassa",2,2011,NA,NA,NA
"09146 ","James Henry","James Henry's Town Palava Hut",810,2,"Grand Bassa",2,2011,NA,NA,NA
"09147 ","Barduah","Barduah School Building",527,2,"Grand Bassa",2,2011,NA,NA,NA
"09148 ","Blagbahn","Blagbahn Palava Hut",467,1,"Grand Bassa",2,2011,NA,NA,NA
"09149 ","Moncray","Moncray Town Palava Hut",717,2,"Grand Bassa",2,2011,NA,NA,NA
"09172 ","Juah","Juah Town School Building",720,2,"Grand Bassa",2,2011,NA,NA,NA
"09164 ","Gonnigar","Gaye Gbokone Town Palava Hut",378,1,"Grand Bassa",2,2011,NA,NA,NA
"09166 ","Zegar","Zegar Town Palava Hut",351,1,"Grand Bassa",2,2011,NA,NA,NA
"09167 ","Tutu","Tutu Town School Building",397,1,"Grand Bassa",2,2011,NA,NA,NA
"09170 ","Noway","Noway Town School Building",170,1,"Grand Bassa",2,2011,NA,NA,NA
"09078 ","Molon","Molon Town Palava Hut",517,2,"Grand Bassa",2,2011,NA,NA,NA
"09171 ","Bowine","Bowine Town School Building",182,1,"Grand Bassa",2,2011,NA,NA,NA
"09150 ","Wheigo","Wheigo Town Palava Hut",620,2,"Grand Bassa",2,2011,NA,NA,NA
"09036 ","Bohn","Bohn Town Palava Hut",401,1,"Grand Bassa",2,2011,NA,NA,NA
"09075 ","Daniel","Daniel Town Palava Hut",259,1,"Grand Bassa",2,2011,NA,NA,NA
"09173 ","Dennis","Dennis Town Palava Hut",188,1,"Grand Bassa",2,2011,NA,NA,NA
"09004 ","Belefanna","Belefanna Town Palava Hut",556,2,"Grand Bassa",2,2011,NA,NA,NA
"09005 ","Albert","Albert Town Palava Hut",293,1,"Grand Bassa",2,2011,NA,NA,NA
"09006 ","Charley Gio","Charley Gio Town Palava Hut",233,1,"Grand Bassa",2,2011,NA,NA,NA
"09025 ","Garneo","Garneo Town Palava Hut",827,2,"Grand Bassa",2,2011,NA,NA,NA
"09031 ","Gbanah","Gbanah Town Palava Hut",423,1,"Grand Bassa",2,2011,NA,NA,NA
"09035 ","Gborgar","Gborgar Town Palava Hut",335,1,"Grand Bassa",2,2011,NA,NA,NA
"09040 ","Boeglay","Boeglay Town Palava Hut",508,2,"Grand Bassa",2,2011,NA,NA,NA
"09041 ","Whergbo","Whergbo Town Palava Hut",446,1,"Grand Bassa",2,2011,NA,NA,NA
"09053 ","Kpelleh Zahn","Kpelleh Zahn Town Palava Hut",759,2,"Grand Bassa",2,2011,NA,NA,NA
"09054 ","Quejay","Quejay Town Palava Hut",613,2,"Grand Bassa",2,2011,NA,NA,NA
"09071 ","Tepenneh","Tepenneh Town Palava Hut",412,1,"Grand Bassa",2,2011,NA,NA,NA
"09074 ","Palapolu","Palapolu Town Palava Hut",298,1,"Grand Bassa",2,2011,NA,NA,NA
"09032 ","Jumoi","Jumoi Town Palava Hut",533,2,"Grand Bassa",2,2011,NA,NA,NA
"09072 ","Teekpor","Teekpor School Building",287,1,"Grand Bassa",2,2011,NA,NA,NA
"09058 ","Johnny Diggs","Johnny Diggs Town Palava Hut",457,1,"Grand Bassa",2,2011,NA,NA,NA
"09070 ","S.d.a Mission","S.d.a Mission School Building",381,1,"Grand Bassa",2,2011,NA,NA,NA
"09069 ","Kotarr","Kotarr Town Palava Hut",277,1,"Grand Bassa",2,2011,NA,NA,NA
"09067 ","Buahwein","Buahwein Town Palava Hut",149,1,"Grand Bassa",2,2011,NA,NA,NA
"09066 ","Ballahwein","Ballahwein Town Palava Hut",408,1,"Grand Bassa",2,2011,NA,NA,NA
"09063 ","Womia","Womia Town Palava Hut",478,1,"Grand Bassa",2,2011,NA,NA,NA
"09059 ","Jacob","Jacob Town Palava Hut",398,1,"Grand Bassa",2,2011,NA,NA,NA
"09068 ","Civil Compound","Civil Compound # 2 Administrative Building",1225,3,"Grand Bassa",2,2011,NA,NA,NA
"09073 ","Zahn","Zahn Town Palava Hut",608,2,"Grand Bassa",2,2011,NA,NA,NA
"09176 ","Paynesberry","Central Paynesberry School Building",160,1,"Grand Bassa",3,2011,NA,NA,NA
"09135 ","Upper Buchanan Community","Upper Buchanan Clinic",193,1,"Grand Bassa",3,2011,NA,NA,NA
"09152 ","Own Your Own","Own Your Own Palava Hut",328,1,"Grand Bassa",3,2011,NA,NA,NA
"09153 ","Pearchzohn","James Travis Elem. School",1661,4,"Grand Bassa",3,2011,NA,NA,NA
"09155 ","Watco Camp","Watco Camp Palava Hut",1969,4,"Grand Bassa",3,2011,NA,NA,NA
"09158 ","Gonnigar","A.c.f.i. School Building",2051,5,"Grand Bassa",3,2011,NA,NA,NA
"09174 ","Sahnwein","Sahnwein Town School Building",445,1,"Grand Bassa",3,2011,NA,NA,NA
"09127 ","Tinway Town Community","Bassa High School",2486,5,"Grand Bassa",3,2011,NA,NA,NA
"09134 ","Corn Farm Community","P.c.s Christian Elem. School",2044,5,"Grand Bassa",3,2011,NA,NA,NA
"09159 ","Four Houses Community","Four Houses Community School Building",380,1,"Grand Bassa",3,2011,NA,NA,NA
"09126 ","Sugar Cane Farm","Korduah Community Hall",1046,3,"Grand Bassa",3,2011,NA,NA,NA
"09129 ","Sayepue Community","Biafra Community Hall",2129,5,"Grand Bassa",3,2011,NA,NA,NA
"09133 ","Fair Ground","Unification Pavillion",2160,5,"Grand Bassa",3,2011,NA,NA,NA
"09125 ","Otis Spot Community","Pillar Of Fire School",1118,3,"Grand Bassa",3,2011,NA,NA,NA
"09123 ","Central Buchanan","Christian High School",852,2,"Grand Bassa",3,2011,NA,NA,NA
"09128 ","Dirt Hole Community","County Administrative Building",1896,4,"Grand Bassa",3,2011,NA,NA,NA
"09130 ","Old Field Community","W.p.l Brumskine Methodist School",1390,3,"Grand Bassa",3,2011,NA,NA,NA
"09131 ","Moore's Town Community","Moore's Town Community Palava Hut",684,2,"Grand Bassa",3,2011,NA,NA,NA
