election_county,precinct,polling_place,address,election,election_year,election_type,election_round,valid_votes,invalid_votes,total_votes,candidate,cand_party,cand_votes,registered_voters
Lofa,21020 ,3,"Zorzor Public School 1, Zorzor Tow n ",President/Vice-President Runoff ,2005,Presidential,2,217,7,224,"JOHNSON-SIRLEAF, Ellen",UP,145,531
Lofa,21020 ,3,"Zorzor Public School 1, Zorzor Tow n ",President/Vice-President Runoff ,2005,Presidential,2,217,7,224,"WEAH, George Manneh",CDC,72,531
Lofa,21022 ,1,"Yeala Public School, Yeala ",President/Vice-President Runoff ,2005,Presidential,2,262,8,270,"JOHNSON-SIRLEAF, Ellen",UP,214,456
Lofa,21022 ,1,"Yeala Public School, Yeala ",President/Vice-President Runoff ,2005,Presidential,2,262,8,270,"WEAH, George Manneh",CDC,48,456
Lofa,21023 ,2,"Fissebu Public School , Fissibu ",President/Vice-President Runoff ,2005,Presidential,2,245,4,249,"JOHNSON-SIRLEAF, Ellen",UP,211,460
Lofa,21023 ,2,"Fissebu Public School , Fissibu ",President/Vice-President Runoff ,2005,Presidential,2,245,4,249,"WEAH, George Manneh",CDC,34,460
Lofa,21024 ,1,"Borkeaza Public School, Borkeaza ",President/Vice-President Runoff ,2005,Presidential,2,320,2,322,"JOHNSON-SIRLEAF, Ellen",UP,294,498
Lofa,21024 ,1,"Borkeaza Public School, Borkeaza ",President/Vice-President Runoff ,2005,Presidential,2,320,2,322,"WEAH, George Manneh",CDC,26,498
Lofa,21025 ,1,"Zelamai Public School, Zelemai ",President/Vice-President Runoff ,2005,Presidential,2,309,17,326,"JOHNSON-SIRLEAF, Ellen",UP,240,581
Lofa,21025 ,1,"Zelamai Public School, Zelemai ",President/Vice-President Runoff ,2005,Presidential,2,309,17,326,"WEAH, George Manneh",CDC,69,581
Lofa,21027 ,2,"Garbo Public School 1, Konia ",President/Vice-President Runoff ,2005,Presidential,2,177,1,178,"JOHNSON-SIRLEAF, Ellen",UP,127,493
Lofa,21027 ,2,"Garbo Public School 1, Konia ",President/Vice-President Runoff ,2005,Presidential,2,177,1,178,"WEAH, George Manneh",CDC,50,493
Lofa,21030 ,1,"Ziggida Public School, Ziggida ",President/Vice-President Runoff ,2005,Presidential,2,260,10,270,"JOHNSON-SIRLEAF, Ellen",UP,170,392
Lofa,21030 ,1,"Ziggida Public School, Ziggida ",President/Vice-President Runoff ,2005,Presidential,2,260,10,270,"WEAH, George Manneh",CDC,90,392
Lofa,21032 ,1,"Woumai Public School, Woumai ",President/Vice-President Runoff ,2005,Presidential,2,155,20,175,"JOHNSON-SIRLEAF, Ellen",UP,86,344
Lofa,21032 ,1,"Woumai Public School, Woumai ",President/Vice-President Runoff ,2005,Presidential,2,155,20,175,"WEAH, George Manneh",CDC,69,344
Lofa,21034 ,1,"Barziw an Tow n Hall, Barziw an ",President/Vice-President Runoff ,2005,Presidential,2,238,12,250,"JOHNSON-SIRLEAF, Ellen",UP,185,397
Lofa,21034 ,1,"Barziw an Tow n Hall, Barziw an ",President/Vice-President Runoff ,2005,Presidential,2,238,12,250,"WEAH, George Manneh",CDC,53,397
Lofa,21037 ,1,"Kabata Tow n Hall, Kabata ",President/Vice-President Runoff ,2005,Presidential,2,44,1,45,"JOHNSON-SIRLEAF, Ellen",UP,18,66
Lofa,21037 ,1,"Kabata Tow n Hall, Kabata ",President/Vice-President Runoff ,2005,Presidential,2,44,1,45,"WEAH, George Manneh",CDC,26,66
Lofa,21040 ,1,"Gbalakpalazu Tow n Hall, Gbalakpalazu ",President/Vice-President Runoff ,2005,Presidential,2,92,4,96,"JOHNSON-SIRLEAF, Ellen",UP,75,177
Lofa,21040 ,1,"Gbalakpalazu Tow n Hall, Gbalakpalazu ",President/Vice-President Runoff ,2005,Presidential,2,92,4,96,"WEAH, George Manneh",CDC,17,177
Lofa,21043 ,1,"Wobanamai Tow n Hall, Wobanyamai ",President/Vice-President Runoff ,2005,Presidential,2,66,3,69,"JOHNSON-SIRLEAF, Ellen",UP,64,73
Lofa,21043 ,1,"Wobanamai Tow n Hall, Wobanyamai ",President/Vice-President Runoff ,2005,Presidential,2,66,3,69,"WEAH, George Manneh",CDC,2,73
Lofa,21046 ,1,"Biteba Tow n Hall, Biteba ",President/Vice-President Runoff ,2005,Presidential,2,58,0,58,"JOHNSON-SIRLEAF, Ellen",UP,11,77
Lofa,21046 ,1,"Biteba Tow n Hall, Biteba ",President/Vice-President Runoff ,2005,Presidential,2,58,0,58,"WEAH, George Manneh",CDC,47,77
Lofa,21049 ,1,"Tenebu Public School, Tenebu ",President/Vice-President Runoff ,2005,Presidential,2,168,10,178,"JOHNSON-SIRLEAF, Ellen",UP,110,386
Lofa,21049 ,1,"Tenebu Public School, Tenebu ",President/Vice-President Runoff ,2005,Presidential,2,168,10,178,"WEAH, George Manneh",CDC,58,386
Lofa,21051 ,2,"Voinjama F.p Mission School, Voinjama City ",President/Vice-President Runoff ,2005,Presidential,2,249,6,255,"JOHNSON-SIRLEAF, Ellen",UP,98,554
Lofa,21051 ,2,"Voinjama F.p Mission School, Voinjama City ",President/Vice-President Runoff ,2005,Presidential,2,249,6,255,"WEAH, George Manneh",CDC,151,554
Lofa,21052 ,2,"Voinjama Public School, Voinjama City ",President/Vice-President Runoff ,2005,Presidential,2,217,4,221,"JOHNSON-SIRLEAF, Ellen",UP,89,510
Lofa,21052 ,2,"Voinjama Public School, Voinjama City ",President/Vice-President Runoff ,2005,Presidential,2,217,4,221,"WEAH, George Manneh",CDC,128,510
Lofa,21053 ,1,"Voinjama Catholic School, Voinjama City ",President/Vice-President Runoff ,2005,Presidential,2,191,8,199,"JOHNSON-SIRLEAF, Ellen",UP,39,457
Lofa,21053 ,1,"Voinjama Catholic School, Voinjama City ",President/Vice-President Runoff ,2005,Presidential,2,191,8,199,"WEAH, George Manneh",CDC,152,457
Lofa,21053 ,4,"Voinjama Catholic School, Voinjama City ",President/Vice-President Runoff ,2005,Presidential,2,194,3,197,"JOHNSON-SIRLEAF, Ellen",UP,39,450
Lofa,21053 ,4,"Voinjama Catholic School, Voinjama City ",President/Vice-President Runoff ,2005,Presidential,2,194,3,197,"WEAH, George Manneh",CDC,155,450
Lofa,21054 ,3,"Voinjama Market Hall, Voinjama City ",President/Vice-President Runoff ,2005,Presidential,2,242,5,247,"JOHNSON-SIRLEAF, Ellen",UP,161,549
Lofa,21054 ,3,"Voinjama Market Hall, Voinjama City ",President/Vice-President Runoff ,2005,Presidential,2,242,5,247,"WEAH, George Manneh",CDC,81,549
Lofa,21054 ,6,"Voinjama Market Hall, Voinjama City ",President/Vice-President Runoff ,2005,Presidential,2,239,13,252,"JOHNSON-SIRLEAF, Ellen",UP,146,560
Lofa,21054 ,6,"Voinjama Market Hall, Voinjama City ",President/Vice-President Runoff ,2005,Presidential,2,239,13,252,"WEAH, George Manneh",CDC,93,560
Lofa,21055 ,3,"Bakiedou Public School, Bakiedou ",President/Vice-President Runoff ,2005,Presidential,2,305,9,314,"JOHNSON-SIRLEAF, Ellen",UP,13,489
Lofa,21055 ,3,"Bakiedou Public School, Bakiedou ",President/Vice-President Runoff ,2005,Presidential,2,305,9,314,"WEAH, George Manneh",CDC,292,489
Lofa,21057 ,2,"Kanela Tow n Hall, Kanela ",President/Vice-President Runoff ,2005,Presidential,2,101,2,103,"JOHNSON-SIRLEAF, Ellen",UP,15,381
Lofa,21057 ,2,"Kanela Tow n Hall, Kanela ",President/Vice-President Runoff ,2005,Presidential,2,101,2,103,"WEAH, George Manneh",CDC,86,381
Lofa,21059 ,1,"Kolela Tow n Hall, Kolela ",President/Vice-President Runoff ,2005,Presidential,2,152,0,152,"JOHNSON-SIRLEAF, Ellen",UP,9,435
Lofa,21059 ,1,"Kolela Tow n Hall, Kolela ",President/Vice-President Runoff ,2005,Presidential,2,152,0,152,"WEAH, George Manneh",CDC,143,435
Lofa,21060 ,1,"Marvekondo Tow n Hall, Marvekondo ",President/Vice-President Runoff ,2005,Presidential,2,222,7,229,"JOHNSON-SIRLEAF, Ellen",UP,51,400
Lofa,21060 ,1,"Marvekondo Tow n Hall, Marvekondo ",President/Vice-President Runoff ,2005,Presidential,2,222,7,229,"WEAH, George Manneh",CDC,171,400
Lofa,21061 ,2,"Kondadu Tow n Hall, Kondadu ",President/Vice-President Runoff ,2005,Presidential,2,110,7,117,"JOHNSON-SIRLEAF, Ellen",UP,36,558
Lofa,21061 ,2,"Kondadu Tow n Hall, Kondadu ",President/Vice-President Runoff ,2005,Presidential,2,110,7,117,"WEAH, George Manneh",CDC,74,558
Lofa,21062 ,1,"Sirmodu Tow n Hall, Sirmodu ",President/Vice-President Runoff ,2005,Presidential,2,193,7,200,"JOHNSON-SIRLEAF, Ellen",UP,40,314
Lofa,21062 ,1,"Sirmodu Tow n Hall, Sirmodu ",President/Vice-President Runoff ,2005,Presidential,2,193,7,200,"WEAH, George Manneh",CDC,153,314
Lofa,21064 ,2,"Sakomedu Public School, Sakomedu ",President/Vice-President Runoff ,2005,Presidential,2,194,8,202,"JOHNSON-SIRLEAF, Ellen",UP,42,535
Lofa,21064 ,2,"Sakomedu Public School, Sakomedu ",President/Vice-President Runoff ,2005,Presidential,2,194,8,202,"WEAH, George Manneh",CDC,152,535
Lofa,21065 ,1,"Kugbemai Tow n Hall , Kugbemai ",President/Vice-President Runoff ,2005,Presidential,2,225,13,238,"JOHNSON-SIRLEAF, Ellen",UP,66,416
Lofa,21065 ,1,"Kugbemai Tow n Hall , Kugbemai ",President/Vice-President Runoff ,2005,Presidential,2,225,13,238,"WEAH, George Manneh",CDC,159,416
Lofa,21067 ,2,"Law alazu Public School, Law alazu ",President/Vice-President Runoff ,2005,Presidential,2,239,17,256,"JOHNSON-SIRLEAF, Ellen",UP,191,577
Lofa,21067 ,2,"Law alazu Public School, Law alazu ",President/Vice-President Runoff ,2005,Presidential,2,239,17,256,"WEAH, George Manneh",CDC,48,577
Lofa,21069 ,1,"Yandizu Public School, Yandizu ",President/Vice-President Runoff ,2005,Presidential,2,216,2,218,"JOHNSON-SIRLEAF, Ellen",UP,114,346
Lofa,21069 ,1,"Yandizu Public School, Yandizu ",President/Vice-President Runoff ,2005,Presidential,2,216,2,218,"WEAH, George Manneh",CDC,102,346
Lofa,21072 ,1,"Kpakamai Public Hall, Kpakamai ",President/Vice-President Runoff ,2005,Presidential,2,91,6,97,"JOHNSON-SIRLEAF, Ellen",UP,65,395
Lofa,21072 ,1,"Kpakamai Public Hall, Kpakamai ",President/Vice-President Runoff ,2005,Presidential,2,91,6,97,"WEAH, George Manneh",CDC,26,395
Lofa,21074 ,1,"Vavamai Tow n Hall, Vavamai ",President/Vice-President Runoff ,2005,Presidential,2,69,1,70,"JOHNSON-SIRLEAF, Ellen",UP,50,93
Lofa,21074 ,1,"Vavamai Tow n Hall, Vavamai ",President/Vice-President Runoff ,2005,Presidential,2,69,1,70,"WEAH, George Manneh",CDC,19,93
Lofa,21077 ,1,"Jonny,s Tow n Public School, Johny Tow n ",President/Vice-President Runoff ,2005,Presidential,2,110,3,113,"JOHNSON-SIRLEAF, Ellen",UP,23,245
Lofa,21077 ,1,"Jonny,s Tow n Public School, Johny Tow n ",President/Vice-President Runoff ,2005,Presidential,2,110,3,113,"WEAH, George Manneh",CDC,87,245
Lofa,21079 ,1,"Taw alahun Tow n Hall, Taw alahun ",President/Vice-President Runoff ,2005,Presidential,2,144,6,150,"JOHNSON-SIRLEAF, Ellen",UP,11,190
Lofa,21079 ,1,"Taw alahun Tow n Hall, Taw alahun ",President/Vice-President Runoff ,2005,Presidential,2,144,6,150,"WEAH, George Manneh",CDC,133,190
Lofa,21082 ,1,"Taninahum Public School, Taninahum ",President/Vice-President Runoff ,2005,Presidential,2,235,0,235,"JOHNSON-SIRLEAF, Ellen",UP,102,404
Lofa,21082 ,1,"Taninahum Public School, Taninahum ",President/Vice-President Runoff ,2005,Presidential,2,235,0,235,"WEAH, George Manneh",CDC,133,404
Lofa,21083 ,3,"Kolahun El & Jr High School, Kolahun City ",President/Vice-President Runoff ,2005,Presidential,2,164,6,170,"JOHNSON-SIRLEAF, Ellen",UP,35,501
Lofa,21083 ,3,"Kolahun El & Jr High School, Kolahun City ",President/Vice-President Runoff ,2005,Presidential,2,164,6,170,"WEAH, George Manneh",CDC,129,501
Lofa,21084 ,3,"Kolahun El & Jr High School, Kolahun City ",President/Vice-President Runoff ,2005,Presidential,2,206,4,210,"JOHNSON-SIRLEAF, Ellen",UP,41,454
Lofa,21084 ,3,"Kolahun El & Jr High School, Kolahun City ",President/Vice-President Runoff ,2005,Presidential,2,206,4,210,"WEAH, George Manneh",CDC,165,454
Lofa,21086 ,2,"Kolahun El & Jr High School, Kolahun City ",President/Vice-President Runoff ,2005,Presidential,2,181,3,184,"JOHNSON-SIRLEAF, Ellen",UP,35,460
Lofa,21086 ,2,"Kolahun El & Jr High School, Kolahun City ",President/Vice-President Runoff ,2005,Presidential,2,181,3,184,"WEAH, George Manneh",CDC,146,460
Lofa,21088 ,1,"Sosomolahun Tow n Hall, Sosomolahun ",President/Vice-President Runoff ,2005,Presidential,2,151,1,152,"JOHNSON-SIRLEAF, Ellen",UP,4,221
Lofa,21088 ,1,"Sosomolahun Tow n Hall, Sosomolahun ",President/Vice-President Runoff ,2005,Presidential,2,151,1,152,"WEAH, George Manneh",CDC,147,221
Lofa,21090 ,1,"Polow u Tow n Hall, Polow u ",President/Vice-President Runoff ,2005,Presidential,2,335,10,345,"JOHNSON-SIRLEAF, Ellen",UP,138,497
Lofa,21090 ,1,"Polow u Tow n Hall, Polow u ",President/Vice-President Runoff ,2005,Presidential,2,335,10,345,"WEAH, George Manneh",CDC,197,497
Lofa,21093 ,1,"Bondow alahun Tow n Hall, Bondow alahun ",President/Vice-President Runoff ,2005,Presidential,2,125,6,131,"JOHNSON-SIRLEAF, Ellen",UP,17,250
Lofa,21093 ,1,"Bondow alahun Tow n Hall, Bondow alahun ",President/Vice-President Runoff ,2005,Presidential,2,125,6,131,"WEAH, George Manneh",CDC,108,250
Lofa,21095 ,1,"Kenyatahun Tow n Hall, Kenyatahun ",President/Vice-President Runoff ,2005,Presidential,2,153,7,160,"JOHNSON-SIRLEAF, Ellen",UP,10,263
Lofa,21095 ,1,"Kenyatahun Tow n Hall, Kenyatahun ",President/Vice-President Runoff ,2005,Presidential,2,153,7,160,"WEAH, George Manneh",CDC,143,263
Lofa,21098 ,1,"Yengema Tow n Hall, Yengema ",President/Vice-President Runoff ,2005,Presidential,2,284,3,287,"JOHNSON-SIRLEAF, Ellen",UP,108,348
Lofa,21098 ,1,"Yengema Tow n Hall, Yengema ",President/Vice-President Runoff ,2005,Presidential,2,284,3,287,"WEAH, George Manneh",CDC,176,348
Lofa,21101 ,1,"Lukasu Tow n Hall, Lukasu ",President/Vice-President Runoff ,2005,Presidential,2,270,1,271,"JOHNSON-SIRLEAF, Ellen",UP,208,496
Lofa,21101 ,1,"Lukasu Tow n Hall, Lukasu ",President/Vice-President Runoff ,2005,Presidential,2,270,1,271,"WEAH, George Manneh",CDC,62,496
Lofa,21104 ,1,"Konehun Tow n Hall, Konehun ",President/Vice-President Runoff ,2005,Presidential,2,15,3,18,"JOHNSON-SIRLEAF, Ellen",UP,3,136
Lofa,21104 ,1,"Konehun Tow n Hall, Konehun ",President/Vice-President Runoff ,2005,Presidential,2,15,3,18,"WEAH, George Manneh",CDC,12,136
Lofa,21106 ,1,"Gondolahun Tow n Hall, Gondolahun ",President/Vice-President Runoff ,2005,Presidential,2,300,7,307,"JOHNSON-SIRLEAF, Ellen",UP,129,460
Lofa,21106 ,1,"Gondolahun Tow n Hall, Gondolahun ",President/Vice-President Runoff ,2005,Presidential,2,300,7,307,"WEAH, George Manneh",CDC,171,460
Lofa,21109 ,1,"Kamatahun-taham Tow n Hall, Kamatahun-taham ",President/Vice-President Runoff ,2005,Presidential,2,205,5,210,"JOHNSON-SIRLEAF, Ellen",UP,15,333
Lofa,21109 ,1,"Kamatahun-taham Tow n Hall, Kamatahun-taham ",President/Vice-President Runoff ,2005,Presidential,2,205,5,210,"WEAH, George Manneh",CDC,190,333
Lofa,21112 ,1,"Kondebengo Tow n Hall, Kondebengo ",President/Vice-President Runoff ,2005,Presidential,2,263,24,287,"JOHNSON-SIRLEAF, Ellen",UP,256,414
Lofa,21112 ,1,"Kondebengo Tow n Hall, Kondebengo ",President/Vice-President Runoff ,2005,Presidential,2,263,24,287,"WEAH, George Manneh",CDC,7,414
Lofa,21113 ,3,"Foya Central High School, Foya City ",President/Vice-President Runoff ,2005,Presidential,2,284,0,284,"JOHNSON-SIRLEAF, Ellen",UP,270,552
Lofa,21113 ,3,"Foya Central High School, Foya City ",President/Vice-President Runoff ,2005,Presidential,2,284,0,284,"WEAH, George Manneh",CDC,14,552
Lofa,21113 ,6,"Foya Central High School, Foya City ",President/Vice-President Runoff ,2005,Presidential,2,348,13,361,"JOHNSON-SIRLEAF, Ellen",UP,327,571
Lofa,21113 ,6,"Foya Central High School, Foya City ",President/Vice-President Runoff ,2005,Presidential,2,348,13,361,"WEAH, George Manneh",CDC,21,571
Lofa,21114 ,1,"Foya Tow n Hall, Foya Kamara ",President/Vice-President Runoff ,2005,Presidential,2,170,3,173,"JOHNSON-SIRLEAF, Ellen",UP,155,341
Lofa,21114 ,1,"Foya Tow n Hall, Foya Kamara ",President/Vice-President Runoff ,2005,Presidential,2,170,3,173,"WEAH, George Manneh",CDC,15,341
Lofa,21116 ,1,"Tamba Taylor Public School, Shelloe ",President/Vice-President Runoff ,2005,Presidential,2,326,29,355,"JOHNSON-SIRLEAF, Ellen",UP,307,564
Lofa,21116 ,1,"Tamba Taylor Public School, Shelloe ",President/Vice-President Runoff ,2005,Presidential,2,326,29,355,"WEAH, George Manneh",CDC,19,564
Lofa,21118 ,1,"Ndemhuma Tow n Hall, Ndemhuma ",President/Vice-President Runoff ,2005,Presidential,2,249,9,258,"JOHNSON-SIRLEAF, Ellen",UP,234,375
Lofa,21118 ,1,"Ndemhuma Tow n Hall, Ndemhuma ",President/Vice-President Runoff ,2005,Presidential,2,249,9,258,"WEAH, George Manneh",CDC,15,375
Lofa,21121 ,1,"Kpondodu Tow n Hall, Kpondodu ",President/Vice-President Runoff ,2005,Presidential,2,231,42,273,"JOHNSON-SIRLEAF, Ellen",UP,214,391
Lofa,21121 ,1,"Kpondodu Tow n Hall, Kpondodu ",President/Vice-President Runoff ,2005,Presidential,2,231,42,273,"WEAH, George Manneh",CDC,17,391
Lofa,21123 ,1,"Tamalo Tow n, Tamalo Tow n ",President/Vice-President Runoff ,2005,Presidential,2,74,5,79,"JOHNSON-SIRLEAF, Ellen",UP,51,225
Lofa,21123 ,1,"Tamalo Tow n, Tamalo Tow n ",President/Vice-President Runoff ,2005,Presidential,2,74,5,79,"WEAH, George Manneh",CDC,23,225
Lofa,21125 ,2,"Porluma Tow n Hall, Porluma ",President/Vice-President Runoff ,2005,Presidential,2,191,31,222,"JOHNSON-SIRLEAF, Ellen",UP,148,434
Lofa,21125 ,2,"Porluma Tow n Hall, Porluma ",President/Vice-President Runoff ,2005,Presidential,2,191,31,222,"WEAH, George Manneh",CDC,43,434
Lofa,21128 ,1,"Mambo Tow n Hall, Mambo ",President/Vice-President Runoff ,2005,Presidential,2,494,11,505,"JOHNSON-SIRLEAF, Ellen",UP,489,527
Lofa,21128 ,1,"Mambo Tow n Hall, Mambo ",President/Vice-President Runoff ,2005,Presidential,2,494,11,505,"WEAH, George Manneh",CDC,5,527
Lofa,21130 ,2,"Foya Custom  Tow n Hall, Foya Customs ",President/Vice-President Runoff ,2005,Presidential,2,198,5,203,"JOHNSON-SIRLEAF, Ellen",UP,187,308
Lofa,21130 ,2,"Foya Custom  Tow n Hall, Foya Customs ",President/Vice-President Runoff ,2005,Presidential,2,198,5,203,"WEAH, George Manneh",CDC,11,308
Lofa,21131 ,3,"Vahun Public School, Vahun Tow n ",President/Vice-President Runoff ,2005,Presidential,2,491,2,493,"JOHNSON-SIRLEAF, Ellen",UP,181,499
Lofa,21131 ,3,"Vahun Public School, Vahun Tow n ",President/Vice-President Runoff ,2005,Presidential,2,491,2,493,"WEAH, George Manneh",CDC,310,499
Lofa,21133 ,1,"Bumbuma Public School, Bumbuma ",President/Vice-President Runoff ,2005,Presidential,2,202,6,208,"JOHNSON-SIRLEAF, Ellen",UP,145,307
Lofa,21133 ,1,"Bumbuma Public School, Bumbuma ",President/Vice-President Runoff ,2005,Presidential,2,202,6,208,"WEAH, George Manneh",CDC,57,307
Lofa,21135 ,1,"Mimorlahun Public School, Mimorlahum ",President/Vice-President Runoff ,2005,Presidential,2,105,1,106,"JOHNSON-SIRLEAF, Ellen",UP,24,310
Lofa,21135 ,1,"Mimorlahun Public School, Mimorlahum ",President/Vice-President Runoff ,2005,Presidential,2,105,1,106,"WEAH, George Manneh",CDC,81,310
Lofa,21137 ,2,"Folima Tow n Hall, Folima ",President/Vice-President Runoff ,2005,Presidential,2,342,13,355,"JOHNSON-SIRLEAF, Ellen",UP,203,572
Lofa,21137 ,2,"Folima Tow n Hall, Folima ",President/Vice-President Runoff ,2005,Presidential,2,342,13,355,"WEAH, George Manneh",CDC,139,572
Lofa,21002 ,1,"Beyanta Tow n Hall, Beyanta ",President/Vice-President Runoff ,2005,Presidential,2,247,5,252,"JOHNSON-SIRLEAF, Ellen",UP,189,475
Lofa,21002 ,1,"Beyanta Tow n Hall, Beyanta ",President/Vice-President Runoff ,2005,Presidential,2,247,5,252,"WEAH, George Manneh",CDC,58,475
Lofa,21005 ,1,"Gbakoita Tow n Hall, Gbakoita ",President/Vice-President Runoff ,2005,Presidential,2,32,1,33,"JOHNSON-SIRLEAF, Ellen",UP,10,48
Lofa,21005 ,1,"Gbakoita Tow n Hall, Gbakoita ",President/Vice-President Runoff ,2005,Presidential,2,32,1,33,"WEAH, George Manneh",CDC,22,48
Lofa,21008 ,1,"Gorlu Public School, Gorlu ",President/Vice-President Runoff ,2005,Presidential,2,297,11,308,"JOHNSON-SIRLEAF, Ellen",UP,262,495
Lofa,21008 ,1,"Gorlu Public School, Gorlu ",President/Vice-President Runoff ,2005,Presidential,2,297,11,308,"WEAH, George Manneh",CDC,35,495
Lofa,21010 ,1,"Salayea Public School, Salayea ",President/Vice-President Runoff ,2005,Presidential,2,289,9,298,"JOHNSON-SIRLEAF, Ellen",UP,186,587
Lofa,21010 ,1,"Salayea Public School, Salayea ",President/Vice-President Runoff ,2005,Presidential,2,289,9,298,"WEAH, George Manneh",CDC,103,587
Lofa,21011 ,1,"Tailmai Tow n Hall , Tailemai ",President/Vice-President Runoff ,2005,Presidential,2,235,2,237,"JOHNSON-SIRLEAF, Ellen",UP,213,425
Lofa,21011 ,1,"Tailmai Tow n Hall , Tailemai ",President/Vice-President Runoff ,2005,Presidential,2,235,2,237,"WEAH, George Manneh",CDC,22,425
Lofa,21013 ,1,"Kpeieyea Clinic , Kpeieyea ",President/Vice-President Runoff ,2005,Presidential,2,343,8,351,"JOHNSON-SIRLEAF, Ellen",UP,304,487
Lofa,21013 ,1,"Kpeieyea Clinic , Kpeieyea ",President/Vice-President Runoff ,2005,Presidential,2,343,8,351,"WEAH, George Manneh",CDC,39,487
Lofa,21015 ,1,"Public Building , Sucromu ",President/Vice-President Runoff ,2005,Presidential,2,324,7,331,"JOHNSON-SIRLEAF, Ellen",UP,288,510
Lofa,21015 ,1,"Public Building , Sucromu ",President/Vice-President Runoff ,2005,Presidential,2,324,7,331,"WEAH, George Manneh",CDC,36,510
Lofa,21016 ,2,"Guzal Public School, Zolow o ",President/Vice-President Runoff ,2005,Presidential,2,160,2,162,"JOHNSON-SIRLEAF, Ellen",UP,132,426
Lofa,21016 ,2,"Guzal Public School, Zolow o ",President/Vice-President Runoff ,2005,Presidential,2,160,2,162,"WEAH, George Manneh",CDC,28,426
Lofa,21018 ,1,"Fasaw alozu Tow n Hall, Fasaw alozu ",President/Vice-President Runoff ,2005,Presidential,2,163,0,163,"JOHNSON-SIRLEAF, Ellen",UP,122,248
Lofa,21018 ,1,"Fasaw alozu Tow n Hall, Fasaw alozu ",President/Vice-President Runoff ,2005,Presidential,2,163,0,163,"WEAH, George Manneh",CDC,41,248
